script,style,weight,family,subfamily,variant,format,file,source,source_folders,duplicate_count,sha256
03-Mixed,06-General,03-Regular,KONE Information,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\KONE Information\02-Static\01-TrueType\KONE Information Regular.otf.ttf,Fonts\KONE\KONE Information Regular.otf.ttf,Fonts,0,1da79cbb9974ce4f48a1b48d287a3363a787f54f48214c1dcf6a91b7eb05ac35
01-Persian-Arabic,06-General,06-Bold,Koodak,Bold,02-Static,01-TrueType,01-Persian-Arabic\06-General\06-Bold\Koodak\02-Static\01-TrueType\KOODAKB.TTF,Farsi\KOODAKB.TTF,Farsi,1,1dad6d28a3c4b0c57797197c39aa7b395c903f50acb33073fe16338159d2fff2
03-Mixed,06-General,01-Thin,Yekan Bakh NoEn,Thin SemiExpanded,02-Static,02-OpenType,03-Mixed\06-General\01-Thin\Yekan Bakh NoEn\02-Static\02-OpenType\YekanBakhNoEn-ThinSemiExpanded.otf,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh NoEn\otf\YekanBakhNoEn-ThinSemiExpanded.otf,Iranfont,0,1db0b8be4e30cb53e8078004e5f618e18de6ed006b095743c3fedfa3cfa359f8
03-Mixed,06-General,06-Bold,MRT_Mahsoon,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\MRT_Mahsoon\02-Static\01-TrueType\Mahsoon_MRT.ttf,Farsi\Mahsoon_MRT.ttf,384.Font.Farsi | Farsi,1,1db234e77e3df1415004327c326e8cdea671e9f5182aaa1d9472606c3aa0af68
03-Mixed,06-General,06-Bold,RokhFaNum,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\RokhFaNum\02-Static\01-TrueType\RokhFaNum-Bold.ttf,Fonts\Rokh\Rokh Pro v1.0\Farsi Numeral\ttf\RokhFaNum-Bold.ttf,Fonts | Iranfont | NEW,3,1db6f948cab6e82936b786492377528e7cf335062511ab96e8b4e793df38fac4
03-Mixed,06-General,01-Thin,Bonyade Koodak,Thin,02-Static,01-TrueType,03-Mixed\06-General\01-Thin\Bonyade Koodak\02-Static\01-TrueType\BonyadeKoodak-Thin.ttf,Iranfont\BonyadeKoodak Pro __fontiranir_\BonyadeKoodak Pro [@fontiranir]\Bonyade Koodak\Bonyade Koodak Family\ttf\BonyadeKoodak-Thin.ttf,Iranfont,0,1dbb6abfa1cd336bdc01f61eb5b689b165d7be6c089aae14dcb1ea9c156492ad
03-Mixed,06-General,03-Regular,RokhFaNum,Normal,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\RokhFaNum\02-Static\03-WOFF\RokhFaNum-Normal.woff,Fonts\Rokh\Rokh Pro v1.0\Farsi Numeral\WebFonts[FaNum]\woff\RokhFaNum-Normal.woff,Fonts | Iranfont | NEW,2,1dbbb1ebde3300f397b054bdce47d7d7e81e0b3337e63e452e36c0e3b080ac2a
01-Persian-Arabic,01-Sans-Modern,03-Regular,IRANSansWeb(NoEn),Regular,02-Static,03-WOFF,01-Persian-Arabic\01-Sans-Modern\03-Regular\IRANSansWeb(NoEn)\02-Static\03-WOFF\IRANSansWeb(NoEn).woff,Fonts\Iran Sans\IRANSans v5.0\Non_English\WebFonts\fonts\woff\IRANSansWeb(NoEn).woff,Fonts,0,1dd7463414d1b8ce35bcb0341bd43c9b9f788e670135485d0b4890b1e2b5c464
03-Mixed,06-General,08-Black,dana,black,02-Static,03-WOFF,03-Mixed\06-General\08-Black\dana\02-Static\03-WOFF\dana-black.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\dana-black\fonts\dana-black.woff,+Unsorted,0,1dd854b034e5fdb267d1d139cfcdee6bae9572189e283e1f541cd79a75c4e3af
03-Mixed,06-General,01-Thin,AriaWeb[NoEng],Thin,02-Static,04-WOFF2,03-Mixed\06-General\01-Thin\AriaWeb[NoEng]\02-Static\04-WOFF2\AriaWebNoEng-Thin.woff2,Fonts\Aria\Source 2\None English\Webfont[NoEng]\woff2\AriaWebNoEng-Thin.woff2,Fonts | Iranfont,1,1dda75101d381c9454ea986463a44debf6bbb8ff868858879c3df191ed65a616
03-Mixed,06-General,09-Other,Kahroba-FD-EHC,BL-EHC-EX,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-FD-EHC\02-Static\01-TrueType\Kahroba-FD-BL-EHC-EX.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\FD(FarsiDigits)\Kahroba-FD-BL-EHC-EX.ttf,Iranfont,0,1de2542e4f63174d602b01a4ef14e69e0a4766a22bf9a52d97aa8350d20104ce
04-Latin,06-General,09-Other,Burokrat,Two,02-Static,02-OpenType,04-Latin\06-General\09-Other\Burokrat\02-Static\02-OpenType\Burokrat-Two.otf,English\Burokrat-Two.otf,English,0,1ded47f3ffe49d17f30cff5da5563655a28bb92835e235fab7bae1b665f00797
03-Mixed,06-General,04-Medium,Darvish,Medium,02-Static,01-TrueType,03-Mixed\06-General\04-Medium\Darvish\02-Static\01-TrueType\Darvish-Medium.ttf,Iranfont\Darvish __FontiranIR_\Darvish [@FontiranIR]\Darvish-Medium.ttf,Iranfont,0,1df7b5806f15539f8335da8dc626de9f75c10e370c8813f005faf201be87b1b9
03-Mixed,01-Sans-Modern,03-Regular,IRANSans(FaNum),Regular,02-Static,01-TrueType,03-Mixed\01-Sans-Modern\03-Regular\IRANSans(FaNum)\02-Static\01-TrueType\IRANSans(FaNum).ttf,Fonts\Iran Sans\IRANSans v5.0\Farsi_numerals\IRANSans(FaNum).ttf,Fonts,0,1df818a6b400da053448a007729d548436e76bdee48d52647bc2ed69a6ff62f9
04-Latin,06-General,04-Medium,DimaClassicMedium,DimaClassic Medium,02-Static,05-EOT,04-Latin\06-General\04-Medium\DimaClassicMedium\02-Static\05-EOT\DimaClassic Medium.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaClassicMedium\DimaClassic Medium.eot,+Unsorted,0,1e05a37ab2888e228c564d28ce3761e43500a3757595258257b26b6e8f1c7cd7
04-Latin,06-General,03-Regular,Automatic,Regular,02-Static,02-OpenType,04-Latin\06-General\03-Regular\Automatic\02-Static\02-OpenType\Automatic-Regular.otf,English\Automatic-Regular.otf,English,0,1e05ecf8a0872415aad683e0e79427dad217cd8e80cf906b08e036794d8c6c76
03-Mixed,06-General,06-Bold,MRT_Nazila,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\MRT_Nazila\02-Static\01-TrueType\Nazila_MRT.ttf,Farsi\Nazila_MRT.ttf,384.Font.Farsi | Farsi,1,1e079befaff022631223b4b9cc5c9a7f177f0d7ba5981105dd2de83454983442
03-Mixed,06-General,06-Bold,Farhang2FaNum,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Farhang2FaNum\02-Static\01-TrueType\Farhang2FaNum-Bold.ttf,Iranfont\Farhang-2-Pro\Farhang-2-Pro\Farsi numerals\Farhang2FaNum-Bold.ttf,Iranfont,0,1e08bf4bb104ddfee07b1068be24425b0ce2fade15708a3f33b7fd705220ce94
01-Persian-Arabic,06-General,03-Regular,B Aria,Regular,02-Static,01-TrueType,01-Persian-Arabic\06-General\03-Regular\B Aria\02-Static\01-TrueType\BAria.ttf,Farsi\BAria.ttf,Farsi,0,1e0bc7449d60c4345ec00886d0c408c34e4b18b8fa1c354a59a79840585e115b
03-Mixed,06-General,02-Light,Yekan Bakh,Light,02-Static,03-WOFF,03-Mixed\06-General\02-Light\Yekan Bakh\02-Static\03-WOFF\YekanBakh-Light.woff,Iranfont\YekanBakh2.2 Pro\Pro\Yekan Bakh Family\Webfonts\fonts\woff\YekanBakh-Light.woff,Iranfont,0,1e0be2f914a323a9fbb35bc5b770372cbe27b596ee21207794c551956809fc13
04-Latin,06-General,03-Regular,Bau-Medium,Regular,02-Static,02-OpenType,04-Latin\06-General\03-Regular\Bau-Medium\02-Static\02-OpenType\Bau-Medium.otf,English\Bau-Medium.otf,English,0,1e0cb104fcbe471169a6cc82b01532f9628063d69c9c03dc6a39655f7b8b377d
04-Latin,06-General,08-Black,03- Eot,Anjoman-NoEn-Heavy,02-Static,05-EOT,04-Latin\06-General\08-Black\03- Eot\02-Static\05-EOT\Anjoman-NoEn-Heavy.eot,Fonts\Anjoman_Pro\03 - Anjoman Non English\03- Eot\Anjoman-NoEn-Heavy.eot,+Unsorted | Fonts | Iranfont,2,1e0f3b63e96fafc0ff92506e576b2fd5a272bcd32afda2721388beeb97fb8a84
03-Mixed,06-General,01-Thin,Yekan Bakh,Thin Expanded,02-Static,04-WOFF2,03-Mixed\06-General\01-Thin\Yekan Bakh\02-Static\04-WOFF2\YekanBakh-ThinExpanded.woff2,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh Family\webfonts\woff2\YekanBakh-ThinExpanded.woff2,Iranfont,0,1e12c2c40e0e067757457f2dd79e8b88ba73b76d94bf41628b6f411565f0a7e1
03-Mixed,06-General,02-Light,Pinar-DS1-FD,DS1-FD-Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\Pinar-DS1-FD\02-Static\04-WOFF2\Pinar-DS1-FD-Light.woff2,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\woff2\FD(FarsiDigits)\Pinar-DS1-FD-Light.woff2,Iranfont,0,1e13f30c86e454f3307807192a101b6d65e945ebb57af2ce80860f0589c77e53
04-Latin,06-General,08-Black-Italic,Rubik Black,Italic,02-Static,01-TrueType,04-Latin\06-General\08-Black-Italic\Rubik Black\02-Static\01-TrueType\Rubik-BlackItalic(@MrPackage).ttf,+Mixed Fonts\Moalla\Rubik Font\Rubik Font\Rubik-BlackItalic(@MrPackage).ttf,+Mixed Fonts,0,1e1b49c10567ca4256beeed5bf79b4168016e80ab12bbfc1993ffaf09e41ed96
01-Persian-Arabic,06-General,06-Bold,IRAN yekan,iranyekanwebextrabold,02-Static,05-EOT,01-Persian-Arabic\06-General\06-Bold\IRAN yekan\02-Static\05-EOT\iranyekanwebextrabold.eot,Iranfont\IRAN yekan\WebFonts\fonts\eot\iranyekanwebextrabold.eot,Fonts | Iranfont,1,1e1db9840f1e0ecc21b10dbe2243d7008773a5be8e2c157ea0c351712104ecfd
03-Mixed,06-General,03-Regular,Abar VF,LowRegular,01-Variable,04-WOFF2,03-Mixed\06-General\03-Regular\Abar VF\01-Variable\04-WOFF2\Abar-VF.woff2,Iranfont\Abar Pro __FontiranIR_\Abar Pro [@FontiranIR]\Abar Variable\Webfonts\woff2\Abar-VF.woff2,Iranfont,0,1e1eb20a2460b7f44cea3b1485f2ff08e781da2a88ce9665e8a3c57470c7df83
03-Mixed,06-General,06-Bold,Mahoor-FD,Mahoor-FD-ExtraBold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Mahoor-FD\02-Static\04-WOFF2\Mahoor-FD-ExtraBold.woff2,Iranfont\Mahoor v1.0\Mahoor-v1.0\Statics\woff2(webfonts)\FD(FarsiDigits)\Mahoor-FD-ExtraBold.woff2,Iranfont,0,1e246f8a4a0a68a4b7d19a9ebf8680ef6459684cc75bd97f53e1e8f630f5cf74
01-Persian-Arabic,06-General,06-Bold,FarhangNoEn,Bold,02-Static,04-WOFF2,01-Persian-Arabic\06-General\06-Bold\FarhangNoEn\02-Static\04-WOFF2\FarhangNoEn-Bold.woff2,Iranfont\Farhang-2-Pro\Farhang-2-Pro\Old Version (not supported)\NonEnglish\Webfonts\FarhangNoEn-Bold.woff2,Iranfont,0,1e271c4005acb277d1b2c3210ce77fff77a385507a1df951b79fee63f29258fb
03-Mixed,06-General,08-Black,Yekan Bakh NoEn,Black ExtraCondensed,02-Static,02-OpenType,03-Mixed\06-General\08-Black\Yekan Bakh NoEn\02-Static\02-OpenType\YekanBakhNoEn-BlackExtraCondensed.otf,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh NoEn\otf\YekanBakhNoEn-BlackExtraCondensed.otf,Iranfont,0,1e28581e1c7f8359d0f571d6852dec993e2725c44daceb5ff8ca28306885519a
03-Mixed,06-General,05-SemiBold,Pinar-DS3-FD,DS3-FD-SemiBold,02-Static,04-WOFF2,03-Mixed\06-General\05-SemiBold\Pinar-DS3-FD\02-Static\04-WOFF2\Pinar-DS3-FD-SemiBold.woff2,Fonts\Pinar Pro\Statics\woff2\FD(Farsi Digits instead Latin)\Pinar-DS3-FD-SemiBold.woff2,Fonts | Iranfont | NEW,2,1e2e9efa02ecf85af23c478e17eb7ce807596ea9c2cff7cefc60b034efe75dbb
03-Mixed,06-General,09-Other,Kahroba,SB-SE,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba\02-Static\01-TrueType\Kahroba-SB-SE.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-SB-SE.ttf,Iranfont,0,1e3246f16d4741cae4c161a2e150f31a93f6616e7c2b0593792fa85f0cab6b17
04-Latin,06-General,03-Regular,Zahgurim,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Zahgurim\02-Static\01-TrueType\Thirsty for Souls.ttf,English\Thirsty for Souls.ttf,English,0,1e3ace964c6ba605694495f956d3d60563fd204071847af6a473930528758f47
03-Mixed,01-Sans-Modern,03-Regular,IRANSans,Regular,02-Static,01-TrueType,03-Mixed\01-Sans-Modern\03-Regular\IRANSans\02-Static\01-TrueType\IRANSans.ttf,Fonts\Iran Sans\IRANSans v5.0\IRANSans.ttf,Fonts,0,1e4241f92cceb66e5ebbc45a77233923f512d4aaa89c9458b4703cf277dfb307
01-Persian-Arabic,06-General,03-Regular,Elham,Regular,02-Static,01-TrueType,01-Persian-Arabic\06-General\03-Regular\Elham\02-Static\01-TrueType\Elham.ttf,384.Font.Farsi\Elham.ttf,384.Font.Farsi,0,1e4af3119a07925cd22a901bcbecbdd8acd7186ed7399e25c5c262724c488c14
03-Mixed,05-Display-Decorative,06-Bold,Quarantine,ExtraBold Display,02-Static,01-TrueType,03-Mixed\05-Display-Decorative\06-Bold\Quarantine\02-Static\01-TrueType\Quarantine-ExtraBoldDisplay.ttf,Iranfont\Quarantine Pro __FontiranIR_\Quarantine Pro [@FontiranIR]\01 Font Family\instance-ttf\Quarantine-ExtraBoldDisplay.ttf,Iranfont,0,1e4ea4cc2cbcb63af245dcc54f6b94a822d7235d42d5808a45f6f61a42069de7
03-Mixed,06-General,06-Bold,Doran,Bold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Doran\02-Static\04-WOFF2\Doran-Bold.woff2,Iranfont\Doran Pro\Doran Pro\Doran Family\Webfonts\fonts\woff2\Doran-Bold.woff2,Iranfont,0,1e508616e15bd5eab9bc5eef60fc589909fda922e3c86c430ea923429e3db3ee
03-Mixed,06-General,04-Medium,Mikhak,Medium,02-Static,01-TrueType,03-Mixed\06-General\04-Medium\Mikhak\02-Static\01-TrueType\Mikhak-Medium.ttf,Fonts\Mikhak\Mikhak-v3.1\Statics\Mikhak-Medium.ttf,Fonts,0,1e51b1c662e0f517306779cdbec1029d318f5280409421241ca28432d055aedf
03-Mixed,06-General,03-Regular,W_choobak,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_choobak\02-Static\01-TrueType\W_choobak.ttf,Farsi\W_choobak.ttf,Farsi,0,1e52d61988b243be870b0135e6627d5228aed33cd5972da4109f38b07d803c13
03-Mixed,06-General,06-Bold,Yekan Bakh NoEn,ExtraBold Expanded,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Yekan Bakh NoEn\02-Static\04-WOFF2\YekanBakhNoEn-ExtraBoldExpanded.woff2,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh NoEn\webfonts\woff2\YekanBakhNoEn-ExtraBoldExpanded.woff2,Iranfont,0,1e567e6de01c076b7d59a991f5f12aa5ee5eacfcf8f5e84a651c5c68898ad2e1
03-Mixed,06-General,03-Regular,IRAN,Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\IRAN\02-Static\03-WOFF\IRAN.woff,+Unsorted\IRAN_Family\IRAN Family Typeface\webfonts\fonts\woff\IRAN.woff,+Unsorted,0,1e5968725b82b987727880baa37a9db4079bd25f504829e8e646475f9b553740
03-Mixed,06-General,06-Bold,Mahoor-Bold-FD,Mahoor-Bold-FD-LC,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Mahoor-Bold-FD\02-Static\01-TrueType\Mahoor-Bold-FD-LC.ttf,Iranfont\Mahoor v1.0\Mahoor-v1.0\Statics\FD(FarsiDigits)\Mahoor-Bold-FD-LC.ttf,Iranfont,0,1e63dbe5041112d2af17366a380fb0c3eac29ecdf5d226d5df447c5fc8cd0e99
03-Mixed,06-General,03-Regular,DanaFaNum,Regular,02-Static,04-WOFF2,03-Mixed\06-General\03-Regular\DanaFaNum\02-Static\04-WOFF2\DanaFaNum-Regular.woff2,Iranfont\Dana\Dana\Farsi numerals\Webfonts\woff2\DanaFaNum-Regular.woff2,Fonts | Iranfont,1,1e6e7dfb7c092d77175858b5aa482a867571ea8c2f1554dfe27b466740d5448b
04-Latin,06-General,03-Regular,WebFonts[NoEng],RokhNoEng-Regular,02-Static,05-EOT,04-Latin\06-General\03-Regular\WebFonts[NoEng]\02-Static\05-EOT\RokhNoEng-Regular.eot,Fonts\Rokh\Rokh Pro v1.0\None English\WebFonts[NoEng]\eot\RokhNoEng-Regular.eot,Fonts | Iranfont | NEW,2,1e7054d67d2b94993da0e5803641d67c75618871fcd4bdeeeb169cc6a5e9b47e
03-Mixed,06-General,03-Regular,Javan,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Javan\02-Static\01-TrueType\javan.ttf,Fonts\Javan\javan.ttf,Fonts,0,1e725bc5361ed19450e11d241681b0ec04d23fa12717802e36ca8be35e4e89bf
03-Mixed,06-General,08-Black,Yekan Bakh FaNum,Black,02-Static,04-WOFF2,03-Mixed\06-General\08-Black\Yekan Bakh FaNum\02-Static\04-WOFF2\YekanBakhFaNum-Black [v3].woff2,Iranfont\YekanBakh2.2 Pro\Pro\Yekan Bakh FaNum\Webfonts\fonts\woff2\YekanBakhFaNum-Black.woff2,Iranfont,0,1e72920058c552f4263a7ab4909260833eb3695d2e92a033f64f983b6ad48dd8
04-Latin,06-General,03-Regular,IPT Yekan,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\IPT Yekan\02-Static\01-TrueType\IYekan.ttf,500.Font.Collection\IYekan.ttf,500.Font.Collection,0,1e759a24546f1390ae9979bda48e187e233ece00552983a35323c5d8fad16f85
03-Mixed,06-General,02-Light,Yekan Bakh,Light,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Yekan Bakh\02-Static\01-TrueType\YekanBakh-Light.ttf,NEW\Yekan-Bakh-@Mim_Font\YekanBakh\YekanBakh-Light.ttf,Fonts | NEW,3,1e7b9b2bf868e622508b7987b8035d08d661ad68d31354778ad944208fbcc08f
04-Latin,06-General,02-Light,Irregular,Light,02-Static,02-OpenType,04-Latin\06-General\02-Light\Irregular\02-Static\02-OpenType\Irregular-Light.otf,English\Irregular-Light.otf,English,0,1e7d78043bd05305d874f3f10336ce6c0f2b4e20c43d94c611da07d72ff16680
03-Mixed,06-General,08-Black,AzarMehr,Black,02-Static,04-WOFF2,03-Mixed\06-General\08-Black\AzarMehr\02-Static\04-WOFF2\900-AzarMehr-Black.woff2,Iranfont\AzarMehr\Standard\Static\woff2\900-AzarMehr-Black.woff2,+Unsorted | Fonts | Iranfont | NEW,3,1e7fa320f65097a473f7a687082f8e651cd6dd07dcc75b7dbcb29a4cc329cb54
03-Mixed,06-General,09-Other,Kahroba-EHC,SB-EHC-SE,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-EHC\02-Static\01-TrueType\Kahroba-SB-EHC-SE.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-SB-EHC-SE.ttf,Iranfont,0,1e88883df58490490e639e81923dc2e36eff3931c2adaba3956d3e0e30e80e79
01-Persian-Arabic,06-General,09-Other,Kahroba-OA-HC,B-HC,02-Static,04-WOFF2,01-Persian-Arabic\06-General\09-Other\Kahroba-OA-HC\02-Static\04-WOFF2\Kahroba-OA B-HC.woff2,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\woff2(web)\OA(OnlyArabic)\Kahroba-OA B-HC.woff2,Iranfont,0,1e8c13defa8cecf5e4964f4c991f952e788cb81ddfc51b397be92f0f37daeeca
03-Mixed,06-General,01-Thin,Veno,UltraLight,02-Static,01-TrueType,03-Mixed\06-General\01-Thin\Veno\02-Static\01-TrueType\Veno-UltraLight [v2].ttf,Iranfont\Veno Pro __fontiranir_\Veno - Pro\Farsi Numerals\Veno-UltraLight.ttf,Iranfont,0,1e92eb7b8440b8c712b4460a339d26ee2423f137711cecab064ae9f4e7f44878
01-Persian-Arabic,06-General,09-Other,Kahroba-OA-HC,B-HC-SE,02-Static,01-TrueType,01-Persian-Arabic\06-General\09-Other\Kahroba-OA-HC\02-Static\01-TrueType\Kahroba-OA B-HC-SE.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\OA(OnlyArabic)\Kahroba-OA B-HC-SE.ttf,Iranfont,0,1e997104cf124540bf37ad0233e6de0dac281a2b626a9c819b79b94d7787c495
01-Persian-Arabic,06-General,03-Regular,Tabassom,Regular,02-Static,01-TrueType,01-Persian-Arabic\06-General\03-Regular\Tabassom\02-Static\01-TrueType\Tabassom [v2].ttf,384.Font.Farsi\Tabassom.ttf,384.Font.Farsi,0,1e9be6fbfda85755e3df5564e15665da67a2df017c11de7a56ee8b840d4f7a86
03-Mixed,05-Display-Decorative,01-Thin,Adapter Arabic Variable Preview,Display Thin,02-Static,04-WOFF2,03-Mixed\05-Display-Decorative\01-Thin\Adapter Arabic Variable Preview\02-Static\04-WOFF2\AdapterArabicVariablePreview-DisplayThin.woff2,Arabic\Adapter\web\woff2\AdapterArabicVariablePreview-DisplayThin.woff2,Arabic,0,1eadddfa75db1ea0d8fea2981132a655adf44d2dbb2fc1b33e3830a9a2a0c41d
04-Latin,06-General,09-Other,Bahman 1,Bahman 1,02-Static,05-EOT,04-Latin\06-General\09-Other\Bahman 1\02-Static\05-EOT\Bahman 1.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Bahman 1\fonts\Bahman 1.eot,+Unsorted,0,1eb3fb371aadd3bbbc9be742499da944d3f0628830218d2cb7382a7f993ace61
03-Mixed,06-General,06-Bold,Badee,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Badee\02-Static\01-TrueType\Badee-Bold.ttf,Iranfont\Badee\Badee-Bold.ttf,Fonts | Iranfont,1,1eb525e81854e4ec1f3728d19134c9f1a3cdda3e4047f16d44e5525de4eb2811
01-Persian-Arabic,06-General,09-Other,Kahroba-OA,M-SC,02-Static,01-TrueType,01-Persian-Arabic\06-General\09-Other\Kahroba-OA\02-Static\01-TrueType\Kahroba-OA M-SC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\OA(OnlyArabic)\Kahroba-OA M-SC.ttf,Iranfont,0,1eb9a833faf8dba6d817e956a3377cb256874231d063fe111a6202418dc45c1b
03-Mixed,06-General,03-Regular,Balvardi,Regular,02-Static,02-OpenType,03-Mixed\06-General\03-Regular\Balvardi\02-Static\02-OpenType\DimaBalvardi 1.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaBalvardi 1\fonts\DimaBalvardi 1.otf,+Unsorted,0,1eba67b0d3407646ac3237c571c84d5d0220a023e1ed8a8e7ca740ab118c6187
03-Mixed,06-General,03-Regular,W_sedigheh,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_sedigheh\02-Static\01-TrueType\W_sedigheh.ttf,Farsi\W_sedigheh.ttf,Farsi,0,1ebaa261e546f357428ba4f536133d786434229c391fa15be373c47ab7c82dc1
03-Mixed,06-General,06-Bold,Pinar-DS2-FD,DS2-FD-ExtraBold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Pinar-DS2-FD\02-Static\01-TrueType\Pinar-DS2-FD-ExtraBold [v2].ttf,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\ttf\FD(FarsiDigits)\Pinar-DS2-FD-ExtraBold.ttf,Iranfont,0,1ebbf0245131398aadef56cc98f0c9c873a63453855078acd7823cab34bc2fb6
01-Persian-Arabic,06-General,09-Other,SNASIMBD,SNASIMBD,02-Static,01-TrueType,01-Persian-Arabic\06-General\09-Other\SNASIMBD\02-Static\01-TrueType\SNASIMBD.TTF,384.Font.Farsi\SNASIMBD.TTF,384.Font.Farsi,0,1ebea5192cbbc38cd0e21fbbdc4ed2c12788f3fda5339e38a2312827c2de75b7
03-Mixed,06-General,06-Bold,bon,Extrabold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\bon\02-Static\01-TrueType\bon-Extrabold.ttf,Iranfont\bon (Pro) __FontiranIR_\bon (Pro) [@FontiranIR]\01 FontFamily\bon-Extrabold.ttf,Iranfont,2,1ec2e685fc713931f2b1b53ba530343ca847506d79f4d779ff040938a270b6bd
03-Mixed,06-General,08-Black,Veno,Black,02-Static,04-WOFF2,03-Mixed\06-General\08-Black\Veno\02-Static\04-WOFF2\Veno-Black.woff2,Iranfont\Veno Pro __fontiranir_\Veno - Pro\Webfonst\woff2\Veno-Black.woff2,Iranfont,0,1ec7d08b8919ccf7504d8fb767d7235163fbb22b51419f45a70bf5ba809cce2f
03-Mixed,06-General,01-Thin,Doran,Thin,02-Static,03-WOFF,03-Mixed\06-General\01-Thin\Doran\02-Static\03-WOFF\Doran-Thin.woff,Iranfont\Doran Pro\Doran Pro\Doran Family\Webfonts\fonts\woff\Doran-Thin.woff,Iranfont,0,1eca7b06f2572e58fb164f42dd6d9d46e5a20f8edf55565d2bc8ba6c2b97077e
03-Mixed,06-General,02-Light,FarhangFaNum,Light,02-Static,01-TrueType,03-Mixed\06-General\02-Light\FarhangFaNum\02-Static\01-TrueType\FarhangFaNum-Light.ttf,NEW\Farhang-@Mim_Font\FaNum\Farhang\FarhangFaNum-Light.ttf,+Unsorted | Fonts | NEW,3,1eca93d7ec9f535aabc14abbdd543211528ac1ac27fe4bbdce5d53ce961a4028
03-Mixed,06-General,08-Black,AriaWeb[FaNum],Heavy,02-Static,03-WOFF,03-Mixed\06-General\08-Black\AriaWeb[FaNum]\02-Static\03-WOFF\AriaWebFaNum-Heavy.woff,Fonts\Aria\Source 2\Farsi Numeral\Webfont[FaNum]\woff\AriaWebFaNum-Heavy.woff,Fonts | Iranfont,1,1eccb6b5bd0944bdf3ad551c149006031fcfda54074153e43fdb51654ca8ee86
03-Mixed,06-General,02-Light,Farhang2FaNum,ExtraLight,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Farhang2FaNum\02-Static\01-TrueType\Farhang2FaNum-ExtraLight.ttf,Iranfont\Farhang-2-Pro\Farhang-2-Pro\Farsi numerals\Farhang2FaNum-ExtraLight.ttf,Iranfont,0,1ecd00f228e012d66aa8c4d71b241887d4fbd61a5b2731e8b8ecb3e18e9483c2
