family,file,source,sha256,duplicate_count
Rokh,Rokh\Rokh-Medium.ttf,_downloads\rokh\Rokh-Medium.ttf,3e174032ae4dac0f4fc446ab069d4cf2fb5d48f0cb5e95c1c2473b8fbdea7806,3
MRT_Poster_7,MRT_Poster_7\MRT_poster5.ttf,384.Font.Farsi\MRT_poster5.ttf,3e1edb4ef77f367be68b1c3fb502a5f8e3350c119b5bbe3ec3338b463e3289ec,0
DimaMakeen,DimaMakeen\DimaMakeen.ttf,+Unsorted\VIP FONT-@Apkclub\All font\DimaMakeen.ttf,3e22454a4397c84c74a6034e6805040eae9a39b8ca5061a7aa4057b32f251992,1
Graphic,Graphic\Graphic.woff2,Fonts\Graphic\Graphic.woff2,3e22fc0216c796bbba54272e36d8d3499279937d102bf03881dff11bc45d2727,1
MRT_Kids,MRT_Kids\Kids_MRT.ttf,384.Font.Farsi\Kids_MRT.ttf,3e29ebe9b43b35a6cd2396aae911a3ebd7ddc1f20dd1952cb9ce1ec00ed85694,0
Futura PT,Futura PT\FuturaPTDemi.otf,_downloads\Fonts-master\FuturaPTDemi.otf,3e333ab00c7bb9439babedfcdd9032483c722879c10f5a726d438a348f134a37,0
IRANSansXFaNum,IRANSansXFaNum\IRANSansXFaNum-Medium.ttf,_downloads\iransansxfanum\IRANSansXFaNum-Medium.ttf,3e339b0a9cb57327955bbe32dbc42adede1395edf50632ff00854dbee22b0fe9,2
IRANSansWeb(FaNum),IRANSansWeb(FaNum)\IRANSansWeb(FaNum).ttf,_downloads\iransansweb-fanum\IRANSansWeb(FaNum).ttf,3e40ab35c397a874ad973e90108f2bde33b42af1c4331feccf385b4d05e52f57,2
MRT_Unique Bold Expanded,MRT_Unique Bold Expanded\Unique Bold Expanded_MRT.ttf,384.Font.Farsi\Unique Bold Expanded_MRT.ttf,3e47d33f705122adc7221465168bae2a7b5311129e90195a22c019c31ee0c1fb,0
farhangnoen,farhangnoen\FarhangNoEn-Bold.woff2,_downloads\farhangnoen\FarhangNoEn-Bold.woff2,3e4fecb296e0c517cf4638f5e06cc8b78f6b2d161c7c05d8d337ea3ac3b456b6,2
IRANYekanRd,IRANYekanRd\IRANYekanExtraBoldRd.ttf,_downloads\iranyekanrd\IRANYekanExtraBoldRd.ttf,3e52dc229cc3d0cc761d657356dc115c9b0ea2d4fbec59cec0d7f4818644d8c7,3
03- Eot,03- Eot\Anjoman-FaNum-CondensedHeavyItalic.eot,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\03- Eot\Anjoman-FaNum-CondensedHeavyItalic.eot,3e5bfda3fbdc3eb041cf99c3e04e42d479c5304b335e3a533c4f94f056c0a3e2,1
dana,dana\dana-lightitalic.woff2,_downloads\dana\dana-lightitalic.woff2,3e614eb98c26403167970f95a5602d1375ead269a1502cf0c72fbccbe0a7cc1f,2
MRT_AridiNaskh Bold,MRT_AridiNaskh Bold\AridiNaskh Bold_MRT.ttf,384.Font.Farsi\AridiNaskh Bold_MRT.ttf,3e6c714add871ccd492ddfcc5979137ff08d0fba02adeee48e0e4ee8d4d995a4,0
woff2,woff2\AriaWeb-Heavy.woff2,Fonts\Aria\Source 2\Webfonts\woff2\AriaWeb-Heavy.woff2,3e729dbdb4fff3dae7e919f902d03d1793f46996effca045ab19bcbe241e5354,0
ariaweb-noeng,ariaweb-noeng\AriaWebNoEng-Medium.woff2,_downloads\ariaweb-noeng\AriaWebNoEng-Medium.woff2,3e79c8793bb20b50e3fadaee441c9921859f29fa21c16a431f3939fdfab80c95,1
dana,dana\dana-ultrabolditalic.woff,_downloads\dana\dana-ultrabolditalic.woff,3e7bd291c3fc1b0e6ffb3c801a246b27d7504417f687bfb7fb08d6dc02852036,2
anjoman-fanum,anjoman-fanum\Anjoman-FaNum-MediumItalic.woff,_downloads\anjoman-fanum\Anjoman-FaNum-MediumItalic.woff,3e8015e58fdb42febe91940f0c7b4ab647d44808728f3c403f7959e3b008b725,2
yekan-bakh,yekan-bakh\YekanBakh-Light.woff2,_downloads\yekan-bakh\YekanBakh-Light.woff2,3e8b528d2695c570da7f5b1b290fb4c083679f8ec39d7eb851282f0251d182f5,1
B parvaz,B parvaz\پرواز.ttf,+Mixed Fonts\پرواز.ttf,3e9b014664cc93d50483d932662f0d26173d056d5f6dbf7e5a0a5ed914cedc45,0
IRANSans,IRANSans\IRANSans-Medium [@ClubEdits].ttf,+Unsorted\CLub Edits naghes\IRANSans [@ClubEdits]\IRANSans-Medium [@ClubEdits].ttf,3ea3cbd668877a608bdfe6bc7d2dd57744963f68d6168de271dd5d571aae0ea7,0
pelak,pelak\Pelak-light.woff,_downloads\pelak\Pelak-light.woff,3eaac47bb0c8553e225d258837c28d131daa61b36e106bfbff6ff2cbc3d14e9d,1
03- Eot,03- Eot\Anjoman-NoEn-CondensedBlack.eot,Fonts\Anjoman_Pro\03 - Anjoman Non English\03- Eot\Anjoman-NoEn-CondensedBlack.eot,3eb1276485370829f89597df3e9253115b8aac1bfa27f32ca14d97f24ad47e11,1
NPIBita,NPIBita\NPIBita.ttf,500.Font.Collection\NPIBita.ttf,3eb20101b0a64116ee54039ef66d5005d910cc71f973051f162659b6335b1408,0
fonts,fonts\SGKara Regular.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\SGKara Regular\fonts\SGKara Regular.woff,3ecc70c3b578769fed995f290a08c36cec0cc298e1e68ce8e0f0cfc9e35baa39,0
Helio,Helio\Helio.ttf,_downloads\Fonts-master\Helio.ttf,3ed7ebe30f04cbde801db420095ce571ac7b0c05d750e7f876b00a9b4f2630c7,0
Slender Semibold,Slender Semibold\Slender-Semibold.otf,_downloads\Fonts-master\Slender-Semibold.otf,3ed8d8d83243556bbc67f25aa2eb7824f1085d2af0daf9bcb44dc7ba4b81f1ad,0
Farhang,Farhang\Farhang-ExtraLight.otf,_downloads\farhang\Farhang-ExtraLight.otf,3eda3f8de3d88640320050da9732b5958e15d86b078777fe5b3d3a1c491a6910,1
DimaStone,DimaStone\DimaStone.ttf,+Unsorted\VIP FONT-@Apkclub\All font\DimaStone.ttf,3edb14e77f05a122451d93365d3065520050c393fb447c928e23b67fe11accec,4
Estedad,Estedad\Estedad-Medium.ttf,_downloads\estedad\Estedad-Medium.ttf,3edc66de059a719e7e129450a39dcf5155834edd370c9ad87987a9a0f9bd2e95,1
IRANYekanMsn,IRANYekanMsn\IRANYekanExtraBlackMsn.ttf,_downloads\iranyekanmsn\IRANYekanExtraBlackMsn.ttf,3edc74933393761a873d0c002e3aa364998afb1364f6bc22181a63a0fe8a2be7,3
Thiago,Thiago\Thiago.ttf,_downloads\thiago\Thiago.ttf,3ef8e634bbc908e2725a17ce28a9990f80b5f3f99daa39df1db412f3e2bd33f6,1
Dima Koodak,Dima Koodak\DimaKoodak.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaKoodak\fonts\DimaKoodak.otf,3ef9f5029e0383456580b8349eb45858bfb05539e3fb7601302620626aa7ec26,0
B Setareh,B Setareh\BStarBd.ttf,500.Font.Collection\BStarBd.ttf,3efa4f50e9597226e1ebeb244f5afbe1a7d4463f3e2e8a809823c413532f5218,0
Chosence Light,Chosence Light\Chosence Light Italic.otf,+Mixed Fonts\Chosence\Chosence Light Italic.otf,3efb6b68ca858aae958d288347f3eb02fdcd118c14779673c70bfa090d9404ed,0
Reckless Wide S-TRIAL,Reckless Wide S-TRIAL\RecklessWideS-TRIAL-Book.otf,_downloads\reckless-font-family\RecklessWideS-TRIAL-Book.otf,3f0e80e95dabd2ddf4bf27c59eaca2abc1bc40e963a98cc9ddadeeeb1bb14af5,0
03- Eot,03- Eot\Anjoman-NoEn-Italic.eot,Fonts\Anjoman_Pro\03 - Anjoman Non English\03- Eot\Anjoman-NoEn-Italic.eot,3f147f7000271311cedfe0a01efcf609fd3e1234585d22933426a6908872a9bd,1
Mikhak-DS2,Mikhak-DS2\Mikhak-DS2-Light.ttf,_downloads\mikhak-ds2\Mikhak-DS2-Light.ttf,3f19a239bd8b602470e388ec7f25edd33296d45905d12987415acad580df41de,1
IRANSans,IRANSans\IRANSans_UltraLight.ttf,+Unsorted\VIP FONT-@Apkclub\All font\IRANSans_UltraLight.ttf,3f2595287dea6eb9f95840837581515c79781e6a34367ed63711d6380bb85d96,5
fonts,fonts\DimaKhandeh.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaKhandeh\fonts\DimaKhandeh.eot,3f2706a86b6f4af3be00069b9a8f9bca622bc8762b1c2fe89311b1bd5b472a61,0
01- Woff,01- Woff\Anjoman-FaNum-CondensedMedium.woff,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\01- Woff\Anjoman-FaNum-CondensedMedium.woff,3f30c551726cce60aa0428c9060aa8058ccc5a6f4f7b6e7f697d27ce78133268,1
Mj_Tehran,Mj_Tehran\Mj_Tehran.ttf,500.Font.Collection\Mj_Tehran.ttf,3f3543d7af232208c68bf1f8875d6808244a65afb345a9aa09ea21b02fe42c78,0
woff2,woff2\IRANSansX-Regular.woff2,_downloads\IranSansX Pro\IranSansX Pro\Webfonts\fonts\woff2\IRANSansX-Regular.woff2,3f38e6a492d85e5c28aed7890143dd7aed826a125e89ea1a8914aa3c26d28592,0
IRANSansXFaNum,IRANSansXFaNum\IRANSansXFaNum-Medium.otf,_downloads\iransansxfanum\IRANSansXFaNum-Medium.otf,3f3a8e040bd083c6c6e284a6ebdd52e7b5f0c553b292f6327489b0cdaa605ca0,2
MRT_Curves Outline,MRT_Curves Outline\Curves Outline_MRT.ttf,384.Font.Farsi\Curves Outline_MRT.ttf,3f401db941091cf9d2bea7d630414d530c15121017fff961656e116edcb388aa,0
Exo 2,Exo 2\Exo2-MediumItalic.otf,+Mixed Fonts\Exo 2\Exo2-MediumItalic.otf,3f45317738a526d9f6098c386838e77052f0c2e40be6c9ceab31334a40bf3317,0
woff2,woff2\dana-light.woff2,Fonts\Dana\Source v2.0\webfonts\fonts\woff2\dana-light.woff2,3f484912a9082c913a6e4dee5cd5d282ce983ac0262296f5411842e617672e64,1
woff2,woff2\AdapterArabicVariablePreview-DisplayLight.woff2,Arabic\Adapter\web\woff2\AdapterArabicVariablePreview-DisplayLight.woff2,3f48be3d08eb44d2ba63b387236af8227bc4b6829d2140e4b706cbdfc7c68aa9,1
MRT_Box Shade,MRT_Box Shade\Box Shade_MRT.ttf,384.Font.Farsi\Box Shade_MRT.ttf,3f524bb7ec5a9950cd594a91945734df7fdd3d3013ab6a13e2bc9e950b3d9506,0
MRT_Noor,MRT_Noor\Noor_MRT.ttf,384.Font.Farsi\Noor_MRT.ttf,3f54ace2755086c7c255f03d7beae0edfaad7176c223d812461fe4cbe41b4962,0
MRT_Mazen,MRT_Mazen\Mazen_MRT.ttf,384.Font.Farsi\Mazen_MRT.ttf,3f614f549a46829e1f3ce0209b4b4e1a65f165eb54772b2ff311b4c33a33f15d,0
DimaLatif,DimaLatif\DimaLatif.ttf,+Unsorted\VIP FONT-@Apkclub\All font\DimaLatif.ttf,3f688d6104b3ae5c2c290cf5bb0f57472782e43bbdd4e4a64f4e1471a862c549,4
B Paatch,B Paatch\BPaatcBd.ttf,384.Font.Farsi\BPaatcBd.ttf,3f6c298aca490b307dcb829872189a32a393da9dedbed8ae1860c25e77182fa0,0
woff,woff\IRANSansWeb_Light.woff,Fonts\Iran Sans\IRANSans v5.0\WebFonts\fonts\woff\IRANSansWeb_Light.woff,3f7924a6ed7d9530b25769bf59136c846bb5e051bd2174da20aafd5052967a05,0
mikhak-ds1-fd,mikhak-ds1-fd\Mikhak-DS1-FD-ExtraLight.woff2,_downloads\mikhak-ds1-fd\Mikhak-DS1-FD-ExtraLight.woff2,3f80b05cfdb70b76b6888965c355d685b2556428425d7bfb23bfac3ba2c77e25,1
eot,eot\IRANSansWeb(NoEn)_Bold.eot,Fonts\Iran Sans\IRANSans v5.0\Non_English\WebFonts\fonts\eot\IRANSansWeb(NoEn)_Bold.eot,3f84fcf829c7580ecc844c0063c867b80007b8c867d4cbb74ccb651bd8ff6d7d,0
yekan-bakh,yekan-bakh\yekan bakh en 07 heavy.woff,_downloads\yekan-bakh\yekan bakh en 07 heavy.woff,3f8d1c1ef25f44d6400a9cf8cb7f690c709505dc14ae9a528c8f64d718fe331f,2
Distort You A Lesson,Distort You A Lesson\Distort You a Lesson @i_font.otf,+Mixed Fonts\Distort You a Lesson\@i_font Distort You a Lesson\Distort You a Lesson @i_font.otf,3fa99e0ca2c4692f0540982d869637ec23c41a53680b25e7c4d760625aee93fd,0
fonts,fonts\Cinema.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Cinema\fonts\Cinema.eot,3fab2c4dc0cf883e48ab16b8feee75995a3e8046e8774ae215af462b32fee4d9,0
AzarMehr-FD,AzarMehr-FD\400-AzarMehr-FD-Regular.ttf,_downloads\azarmehr-fd\400-AzarMehr-FD-Regular.ttf,3fac50fad11b90e709b97b8c50b320f92eec4d3062b5c442aa81aee3b0f04163,3
_eot,_eot\KalamehWeb-Medium.eot,Fonts\Kalameh Pro\Source 2 V4.0\01- Standard Fonts\WebFonts\_eot\KalamehWeb-Medium.eot,3faf9b434c5ec58bcaeddbf2fd60a9aa1e0e276423639790c2cb8b770863adc8,1
Anjoman,Anjoman\Anjoman-CondensedBlack.ttf,Fonts\Anjoman_Pro\01 - Anjoman Font Family\03- Condensed\Anjoman-CondensedBlack.ttf,3fd600d9a656816751516f6db94c421af7d805362482e51eaf2d2d32d2463e95,1
Scriptyca,Scriptyca\Scriptyca.ttf,_downloads\Fonts-master\Scriptyca.ttf,3fe077fcb948baafd375e5264a9bedcf04ca9741f411b9f092c4c3b764c80192,0
Aria[NoEng],Aria[NoEng]\AriaNoEng-Thin.otf,_downloads\aria-noeng\AriaNoEng-Thin.otf,3fe2e8525f020d38b376202e81c398206a24edb357be0e4509837ee1a505db3e,1
DimaLove,DimaLove\DimaLove.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaLove\fonts\DimaLove.otf,3fe3a6d56989900c6ba18f80844a19d85311cc39fadfd91f2221d18321dc2606,0
DimaFailed,DimaFailed\DimaFailed.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaFailed\fonts\DimaFailed.otf,3fe67fc6746cfe1ee5fa8a605c3e4b24bd68587f398f1eded939c409168c15bb,0
IRANSemiBold(FaNum),IRANSemiBold(FaNum)\IRAN_SemiBold(FaNum).ttf,+Unsorted\IRAN_Family\IRAN Family Typeface\Farsi_numerals\IRAN_SemiBold(FaNum).ttf,3fed86dc5c6622ea785f93ebca2278f4060f88cf723371f04263b79acfa4b33d,0
Kaleem,Kaleem\کلیم بولد.otf,+Mixed Fonts\کلیم بولد.otf,3ff7d96ff57e410663f2188cc1bb68c6cf7d03182350343790b5e8ecf92736f3,1
fonts,fonts\Mehregan.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\IrFont.ir\Mehregan\fonts\Mehregan.woff,40081bce62f9a17b8fcf6e3f3e0733eaed7d25ca579e30bbb5a42b34b6f16b6c,0
Mj_Digital Arabia XL,Mj_Digital Arabia XL\Mj_Digital Arabia XL.ttf,500.Font.Collection\Mj_Digital Arabia XL.ttf,401708873a80f994f4b3ee33f9840fc78e6ed29c9fd1b19752f1e6db02aa70ca,0
estedad,estedad\Estedad-ExtraBold.woff2,_downloads\estedad\Estedad-ExtraBold.woff2,40211372e6e9ddf3392c8d465a667c66e9f512451c1b9fe703574d8d1975ecba,1
MRT_AridiNaskh Plain,MRT_AridiNaskh Plain\AridiNaskh Plain_MRT.ttf,384.Font.Farsi\AridiNaskh Plain_MRT.ttf,4037c51c9644b3d0e7f5c46d352a7f2681fb3142ca4c552259e74e13a577941f,0
IRANSansXNoEn,IRANSansXNoEn\IRANSansXNoEn-Bold.ttf,_downloads\IranSansX Pro\IranSansX Pro\NonEnglish\IRANSansXNoEn-Bold.ttf,403f46c5b7ac7781d8c5496560f622778a892b9ada4a6c21b3e5dc3960b40634,0
B Kaveh,B Kaveh\BKaveh.ttf,384.Font.Farsi\BKaveh.ttf,40477efc36f40b7fde12fed962fc69a45c21e570b0580496eab18cf98fbf7f01,0
DAMOON,DAMOON\DAMOON-UltraBlack.ttf,Fonts\Damoon Pro\Damoon Pro\05 Incremental Weights\DAMOON-UltraBlack.ttf,4048d1668319aacec1bc03aca2eec32a41e8a202c1cba9d06b1674f6dfe9ccec,0
IRANSans(FaNum),IRANSans(FaNum)\IRANSans(FaNum)_Light.ttf,_downloads\iransans-fanum\IRANSans(FaNum)_Light.ttf,4052c24ecd9c5519a9b91e88611ccd73c67a522843decce678b7a93ecc5cd699,2
FarhangNoEn,FarhangNoEn\FarhangNoEn-ThinSharp.otf,NEW\Farhang-@Mim_Font\NonEnglish\Farhang Sharp\FarhangNoEn-ThinSharp.otf,4063e169d4806e957b2d675f53c602868f6db368b8d7575b21eab6b4a7bbe53b,1
DimaShekasteh,DimaShekasteh\DimaShekasteh.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaShekasteh\DimaShekasteh.eot,4069dbdfb197eebc9b5ae81818570aa24cf9a00a9992eccf7ac160bd6b19deb2,0
Mikhak-DS1,Mikhak-DS1\Mikhak-DS1-Thin.ttf,_downloads\mikhak-ds1\Mikhak-DS1-Thin.ttf,406e7126136630d67e5a51deec43ca749b24ffd7091d186bc290f9516f1d89f7,1
Space,Space\Space.otf,+Mixed Fonts\Space.otf,406e81baf3e60c83388b6adb006935239dab55f1916c25c9cb0301aceb3c66a4,1
Ravi,Ravi\Ravi Bold.otf,_downloads\ravi\Ravi Bold.otf,4075b1a80145e5389f1fa6f473f761ccb0eccfc880a38b0c77ae3e648d8a6685,1
N05Badr,N05Badr\N05bb.ttf,500.Font.Collection\N05bb.ttf,407feefea11379121f4a750cfefa0380385d31cb1642b5e35961052f3b68acbf,0
Franklin Demo19,Franklin Demo19\Franklin-Bold.otf,+Unsorted\Franklin-Bold.otf,4082283d894272936e3e30f0d7df6426c1fec5e89d5c62cdaf0a40940f4931cf,2
IRANSansWeb(FaNum),IRANSansWeb(FaNum)\IRANSansWeb(FaNum) [v2].ttf,Fonts\Iran Sans\IRANSans v5.0\Farsi_numerals\webFonts\fonts\ttf\IRANSansWeb(FaNum).ttf,408d74bd0f52a4669bc96107979a90c30719ff4e4a22cd79db1cb42c01cf3239,0
Traffic SS RD Mehr,Traffic SS RD Mehr\Traffic SS RD Mehr Light.ttf,_downloads\traffic-ss-rd-mehr\Traffic SS RD Mehr Light.ttf,40917f0a799299855b77c98c9da2bee12010a8b576df01d7c654db1d2fcc1baf,2
IRANSansDNFaNum,IRANSansDNFaNum\IRANSansDNFaNum-Bold.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\ایران سنس دست نویس\IRANSansDNFaNum-Bold.ttf,409dac51fa06298fe3321d6092d8660f3677c9618aea6a836bb13d201699c120,0
Dima Yekan Typography,Dima Yekan Typography\دیمایکان.ttf,+Mixed Fonts\دیمایکان.ttf,409e0aae5093b68ea6810d0e1dc5cee951c72c6454256c58643dd68ae7d0fe6d,2
noora,noora\Noora Fa-En 03 Regular.woff,_downloads\noora\Noora Fa-En 03 Regular.woff,40a074f35f177a4249cda50167b276689fc9f0907e3689af1405211d31e2eb5f,1
Traffic,Traffic\Traffic.ttf,384.Font.Farsi\Traffic.ttf,40aa2b1a45d6ed6e1e186cd94c3295ee6d087211f1c7b72bbbd32f5fdecee57f,0
farhangfanum,farhangfanum\FarhangFaNum-Bold.woff2,_downloads\farhangfanum\FarhangFaNum-Bold.woff2,40aa6057017d3a261ad9536c34e4c058edfd3ae55ba58c8d3d54e93733c5a442,4
harir,harir\Harir-Bold.woff2,_downloads\harir\Harir-Bold.woff2,40b16f68312cbc243e50f73493472b74dc84d8a896b5b46132fac2551aefcb74,1
2  Tehran,2  Tehran\STEHRAN.TTF,384.Font.Farsi\STEHRAN.TTF,40bfdc5a576e04bb26f84aedec72b2b5868aa0aa04938fd3f567be0533e2fc5f,0
mikhak-fd,mikhak-fd\Mikhak-FD-Regular.woff2,_downloads\mikhak-fd\Mikhak-FD-Regular.woff2,40c3400b9ea02a52e7ec5ac5601b0d159c504119826a11dc565f701a9f6a3fd7,1
pelak-noeng,pelak-noeng\PelakNoEng-Medium.woff,_downloads\pelak-noeng\PelakNoEng-Medium.woff,40c83a08807f54cd469f95918e9937fbd122aec7795f2d627d5bec22071ea73b,1
MRT_Mani,MRT_Mani\Mani_MRT.ttf,384.Font.Farsi\Mani_MRT.ttf,40cb6af00d48da0a00252192dc5a3d084e9d7262fbaebf9fc109413c810fab57,0
02- Woff2,02- Woff2\Anjoman-FaNum-Condensed.woff2,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\02- Woff2\Anjoman-FaNum-Condensed.woff2,40d02123d7c54ec9be75c6a1d3bc220d38c8c7d2fb7f1fb87a8f149ee679d3d9,1
IRANSansX,IRANSansX\IRANSansX-Thin [v2].otf,_downloads\iransansx\IRANSansX-Thin.otf,40d6147e565736deb2bc6bbb33eaa181178c55dc09aad50b42116edb465edbe0,2
Rasta,Rasta\Rasta.ttf,Fonts\Rasta\Rasta.ttf,40dce65a9da796ed0892de239aa25ed7a2dacadc659e34fb53e3dd7d8ed7571f,0
IPT Shiraz,IPT Shiraz\IShirazI.ttf,500.Font.Collection\IShirazI.ttf,4107636ce0c7fa75d2d918f0197854e18fd96353cb66562bb56587725ac5780e,0
Linotype Didot,Linotype Didot\Linotype Didot Bold.otf,_downloads\Linotype Didot Bold\Linotype Didot Bold.otf,410bd910e10228efcc9e6a489ecc347c8c565158dd282ae7783019abf367f30e,1
Cinema,Cinema\Cinema.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Cinema\fonts\Cinema.otf,4118095fbd7c34bccabb1213aee3f99ab23306664a3ffa3a4c6dbe1cada6dbd5,0
anjoman-fanum,anjoman-fanum\Anjoman-FaNum-CondensedThin.woff,_downloads\anjoman-fanum\Anjoman-FaNum-CondensedThin.woff,4120211c05cc09982f4a0e2261c0d3108ebfa81ca0463b212965fc9eabbabce5,2
Kalameh(FaNum),Kalameh(FaNum)\Kalameh(FaNum)-Medium.ttf,_downloads\kalameh-fanum\Kalameh(FaNum)-Medium.ttf,413be3fb1c0f18c5e7267aca15246ce7b89a55704aa9f3b7123d35215814f18d,2
Meila Stroke Light,Meila Stroke Light\Meila Stroke Light.otf,_downloads\Meila\Meila Stroke Light.otf,413e782b98b1651553c4f0b24a43c24a5f97af9c6b591dc3d4a102442ffd8404,0
IRANSans(FaNum),IRANSans(FaNum)\IRANSans(FaNum) [v2].ttf,_downloads\iransans-fanum\IRANSans(FaNum).ttf,413f480db6e092878f091aa0664fe238cab239c090df1090c2197df8ae75b9c0,2
MRT_Liner Print-out,MRT_Liner Print-out\Liner Print-out_MRT.ttf,384.Font.Farsi\Liner Print-out_MRT.ttf,4140b7b315d5171b3b8ac30709e8a11fd91b43a4a9eb36b7b64dc9c74b7e4a60,0
eot,eot\dana-fanum-light.eot,Fonts\Dana\Source v2.0\farsi numral\webfonts\fonts\eot\dana-fanum-light.eot,414ea405e452a28bbf5766d10bb310f86f63657ccd7cf5823f1ee9eeee9000a3,1
Morena,Morena\Morena.otf,_downloads\Fonts-master\Morena.otf,415084601549b427e65c31ec22fd4f76c41875c6d11526d2f469d98b638b9593,0
03- Eot,03- Eot\Anjoman-CondensedBlackItalic.eot,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\03- Eot\Anjoman-CondensedBlackItalic.eot,415637022d036b4dd45ed017fb9c607ccc486f7ed020b0a660cc388cfdf9c98d,1
sd-golpayegani,sd-golpayegani\SD-Golpayegani Grunge.woff2,_downloads\sd-golpayegani\SD-Golpayegani Grunge.woff2,4158164bc54f34540b5179fe2dac6cb7bb5bf2cd4cd6185680fe77d83a360a43,1
NPIMorvarid,NPIMorvarid\NPIMorvaridIranic.ttf,500.Font.Collection\NPIMorvaridIranic.ttf,41611cf3f8bb1c693fd69c493457f33e6568a1a37fc04157ab0a285f7899498d,0
FarhangNoEn,FarhangNoEn\FarhangNoEn-Light.otf,_downloads\farhangnoen\FarhangNoEn-Light.otf,4164e87b9df9dddeb63a9e251c675bff5165d29a7dddf43894a0f0e29586ff8f,2
harir-display,harir-display\Harir_Display-Bold.woff,_downloads\harir-display\Harir_Display-Bold.woff,4168db726b0630d4cc1e6e2a9bfd7abb71d6e7dacf041044f50c989908190d8d,1
02- Woff2,02- Woff2\Anjoman-FaNum-CondensedSemiBold.woff2,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\02- Woff2\Anjoman-FaNum-CondensedSemiBold.woff2,4170e989b3b2ee45ac75a73f319bf9141049d5542d6adc0b01105ef7c5ed0754,1
Altero,Altero\Altero-Regular.otf,_downloads\Fonts-master\Altero-Regular.otf,4183b217bae9aeec09acbd6012e142104e468e78f0823863390d73743263d923,0
iransansweb-noen,iransansweb-noen\IRANSansWeb(NoEn)_Light.woff,_downloads\iransansweb-noen\IRANSansWeb(NoEn)_Light.woff,4184babb0c382cac78b744e34c28e242d8907b7cb361d2007f58b69b5fcde581,2
woff,woff\IRANSansXNoEn-ExtraBlack.woff,_downloads\IranSansX Pro\IranSansX Pro\NonEnglish\Webfont NonEn\woff\IRANSansXNoEn-ExtraBlack.woff,418686f0bb05b89e412f1ac5f7c06e10572168deb1e172ea53569a03b905a505,0
IRANYekanWeb,IRANYekanWeb\IRANYekanWebThin.ttf,Fonts\IRAN Yekan Pro\Source 2 v3.0 Newer\WebFonts\fonts\ttf\IRANYekanWebThin.ttf,41935afc9978ead359e2185f439ef3db17906ee381757dcd0203c61fd28ac2f9,1
Mj_Unique Bold Expanded,Mj_Unique Bold Expanded\Mj Unique Bold Expanded.ttf,Fonts\Unique font\Mj Unique Bold Expanded.ttf,4198bbabeb7269fdf23ae4406ce9e2cca1b840b682916117b59ce2ffc1c16e5d,0
01- Woff,01- Woff\Anjoman-CondensedBlackItalic.woff,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\01- Woff\Anjoman-CondensedBlackItalic.woff,41afabf96c18e9143e8ea729ef6d351134e72add33d6efa27a967b2fb4073eec,1
fonts,fonts\wm_Mirza.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\wm_Mirza\fonts\wm_Mirza.woff,41b1c1568407109aeb23d108bda397c6026b5fb0cf76ee7a580740d9f3c112f7,0
Irancell,Irancell\Irancell_Bold.ttf,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Irancell_Bold\fonts\Irancell_Bold.ttf,41b6dc142cbdd7123dac63c33e76b009162f36a0acbe01f3b79a37d8354a0d37,0
Golchin-SafetyOrange,Golchin-SafetyOrange\Golchin-SafetyOrange.otf,Fonts\Golchin\opentype-svg color font\Golchin-SafetyOrange.otf,41bbfcf160e4c5f90808ac251aa9a9babd69ac172202155755409311e15238ae,0
Reckless Condensed M-TRIAL,Reckless Condensed M-TRIAL\RecklessCondensedM-TRIAL-Medium.otf,_downloads\reckless-font-family\RecklessCondensedM-TRIAL-Medium.otf,41c79795a6f76cdd09928b5b253be72d8fcdb6dcbebb87c55a0b33676ab578cd,0
Yazd Alef,Yazd Alef\Yazd.otf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\یزد الف\Yazd.otf,41da0303aaf83e2fc2a75b44fc72941d96810eebafd7e3db6b26d9cd175cac96,0
staticfonts,staticfonts\IRANSansX-Bold.woff,_downloads\IranSansX Pro\IranSansX Pro\Variable\webfont\staticfonts\IRANSansX-Bold.woff,41db43b3dfd6e5e088c44a5435c31d42e05fef8d9c5fcc8927c817661ba512d6,0
