script,family,variant,format,file,source,sha256
03-Mixed,Novin W OT 0708,02-Static,02-OpenType,03-Mixed\Novin W OT 0708\02-Static\02-OpenType\NovinWeb.otf,Organized\Novin W OT 0708\NovinWeb.otf,a3c1aa348c82b36c6fc88ad4cd6a1833b0daf0dc3c5d98247b3fdbc8ae8a7299
03-Mixed,Novin W OT 0708,02-Static,01-TrueType,03-Mixed\Novin W OT 0708\02-Static\01-TrueType\NovinWeb.ttf,Organized\Novin W OT 0708\NovinWeb.ttf,116c69a79a723f4c6b81d2050a20a94afedba744f60302fc54f8bc56bb79d8cd
03-Mixed,Novin W OT 0708,02-Static,03-WOFF,03-Mixed\Novin W OT 0708\02-Static\03-WOFF\NovinWeb.woff,Organized\NovinWeb\NovinWeb.woff,3320ffca18a3b99e687f0636a35a18d6e510b93e64efef84ed95ef3f146eddab
03-Mixed,Novin W OT 0708,02-Static,04-WOFF2,03-Mixed\Novin W OT 0708\02-Static\04-WOFF2\NovinWeb.woff2,Organized\NovinWeb\NovinWeb.woff2,be2d7e10f97904539a38853b5daeab97a18860787b2e2e7c1dfa73e306bb667a
04-Latin,NPIAban,02-Static,01-TrueType,04-Latin\NPIAban\02-Static\01-TrueType\NPIAban.ttf,Organized\NPIAban\NPIAban.ttf,86af856877cbaee906997b41a8966be97de6135105658b8300199140d00ac661
04-Latin,NPIAban,02-Static,01-TrueType,04-Latin\NPIAban\02-Static\01-TrueType\NPIAbanIranic.ttf,Organized\NPIAban\NPIAbanIranic.ttf,838e896d8b7e6ea874b0cd1dbc6b878d245d9a09ca72557c96007fb0dfc6dba6
04-Latin,NPIAbgine Shadow,02-Static,01-TrueType,04-Latin\NPIAbgine Shadow\02-Static\01-TrueType\NPIAbgine Shadow.ttf,Organized\NPIAbgine Shadow\NPIAbgine Shadow.ttf,315429329175def7220c87ba942baae30e69f0d489745cb04a715b9b20dbc2bc
04-Latin,NPIAbgine Shadow,02-Static,01-TrueType,04-Latin\NPIAbgine Shadow\02-Static\01-TrueType\NPIAbgine ShadowIranic.ttf,Organized\NPIAbgine Shadow\NPIAbgine ShadowIranic.ttf,98aa92b7180fa4cbb0a5fe17a9d3f9087d6f9c02daed7f3a8c0565b18f28638a
04-Latin,NPIAbgine,02-Static,01-TrueType,04-Latin\NPIAbgine\02-Static\01-TrueType\NPIAbgine.ttf,Organized\NPIAbgine\NPIAbgine.ttf,426cc468b62d3286ea0a3e4a619ba3f2f6f46a49398e9f7398ca2a4272a4b9d0
04-Latin,NPIAbgine,02-Static,01-TrueType,04-Latin\NPIAbgine\02-Static\01-TrueType\NPIAbgineIranic.ttf,Organized\NPIAbgine\NPIAbgineIranic.ttf,bdc224db0ab5069ccc2859eca17cb69f24e470e921773394d9c32b79783ae5a7
04-Latin,NPIAfraz,02-Static,01-TrueType,04-Latin\NPIAfraz\02-Static\01-TrueType\NPIAfraz.ttf,Organized\NPIAfraz\NPIAfraz.ttf,bc49a2929ca62fe68f3671eb3e8a82150993aaaeb2ebd7393feee22179e7cae2
04-Latin,NPIAfraz,02-Static,01-TrueType,04-Latin\NPIAfraz\02-Static\01-TrueType\NPIAfrazIranic.ttf,Organized\NPIAfraz\NPIAfrazIranic.ttf,9c823fd1341254cc31371a3ad088cc7d6f0a178c0986ee9573754b7b92ea5622
04-Latin,NPIAkram,02-Static,01-TrueType,04-Latin\NPIAkram\02-Static\01-TrueType\NPIAkram.ttf,Organized\NPIAkram\NPIAkram.ttf,05ccef74990fd11c7bfa918b6a74b0e8a04b539f951aa0b83c4165acd7230a1c
04-Latin,NPIAkram,02-Static,01-TrueType,04-Latin\NPIAkram\02-Static\01-TrueType\NPIAkramIranic.ttf,Organized\NPIAkram\NPIAkramIranic.ttf,60b6b41e5a692ce3cf5180bf2a8fdb31e02457117a1af956083e4f9fb358fdf3
04-Latin,NPIAlmass,02-Static,01-TrueType,04-Latin\NPIAlmass\02-Static\01-TrueType\NPIAlmass.ttf,Organized\NPIAlmass\NPIAlmass.ttf,c4c1e359a40a83065ea6d43eb72a5ae6709daf47cb123e52e28fe14931329e6f
04-Latin,NPIAlmass,02-Static,01-TrueType,04-Latin\NPIAlmass\02-Static\01-TrueType\NPIAlmassIranic.ttf,Organized\NPIAlmass\NPIAlmassIranic.ttf,aade35066f0f4d4c2bb73f13124e2241ecfd89d7fe0b0ab389d3c6c81d43c529
04-Latin,NPIAmir,02-Static,01-TrueType,04-Latin\NPIAmir\02-Static\01-TrueType\NPIAmir.ttf,Organized\NPIAmir\NPIAmir.ttf,e4edeeaca480d653ffb63d145f3a705a4cd864c78e9b951987b1f9ad92799547
04-Latin,NPIAmir,02-Static,01-TrueType,04-Latin\NPIAmir\02-Static\01-TrueType\NPIAmirIranic.ttf,Organized\NPIAmir\NPIAmirIranic.ttf,12f228494036207250d1613dfed84dae7089a97192352d941542e3dd944cf484
04-Latin,NPIAndolos,02-Static,01-TrueType,04-Latin\NPIAndolos\02-Static\01-TrueType\NPIAndolos.ttf,Organized\NPIAndolos\NPIAndolos.ttf,e84449539583da3e79cf216a01e9cfaeff5043e6ee7222b9e424995cfe1823d3
04-Latin,NPIAndolos,02-Static,01-TrueType,04-Latin\NPIAndolos\02-Static\01-TrueType\NPIAndolosIranic.ttf,Organized\NPIAndolos\NPIAndolosIranic.ttf,1d36c94b9aab8730d117d08eb7f639dc56db1176e16f6b05f0dbc66c3685679b
04-Latin,NPIAram,02-Static,01-TrueType,04-Latin\NPIAram\02-Static\01-TrueType\NPIAram.ttf,Organized\NPIAram\NPIAram.ttf,e18d94dc9f602cb450a4568de4603f3ecadb27a0ae49447b5b49cf962da21cc1
04-Latin,NPIAram,02-Static,01-TrueType,04-Latin\NPIAram\02-Static\01-TrueType\NPIAramBold.ttf,Organized\NPIAram\NPIAramBold.ttf,2ec58ff324c01cd8719e95d568f77519eaac1e236ffbbee475f6168ec104a82b
04-Latin,NPIAram,02-Static,01-TrueType,04-Latin\NPIAram\02-Static\01-TrueType\NPIAramBoldIranic.ttf,Organized\NPIAram\NPIAramBoldIranic.ttf,f2056b1beb5f2ba5775c399a334350efdd0e2e70cafc427deabfd3ad5a171468
04-Latin,NPIAram,02-Static,01-TrueType,04-Latin\NPIAram\02-Static\01-TrueType\NPIAramIranic.ttf,Organized\NPIAram\NPIAramIranic.ttf,7649e914275f5b3bc47af1afc1ebb3d7ac913215b2bdd5163630e1e80df09758
04-Latin,NPIAramBook,02-Static,01-TrueType,04-Latin\NPIAramBook\02-Static\01-TrueType\NPIAram Book.ttf,Organized\NPIAramBook\NPIAram Book.ttf,ecf437965d12ce926cfc133523b71faafc44e308a8e3891c5492fdb6c743ad8f
04-Latin,NPIAramBook,02-Static,01-TrueType,04-Latin\NPIAramBook\02-Static\01-TrueType\NPIAram BookIranic.ttf,Organized\NPIAramBook\NPIAram BookIranic.ttf,082a1245a5f28f1c0130d3a5ecbbf0971175adae3ef1218a672dd3cb528734e6
04-Latin,NPIArash,02-Static,01-TrueType,04-Latin\NPIArash\02-Static\01-TrueType\NPIArash.ttf,Organized\NPIArash\NPIArash.ttf,8606787844483a242b99d3177e1cd8e466540d99a6acaa4e4708792839076b15
04-Latin,NPIArash,02-Static,01-TrueType,04-Latin\NPIArash\02-Static\01-TrueType\NPIArashIranic.ttf,Organized\NPIArash\NPIArashIranic.ttf,0e75cd532e3ba47ebec97257de1d4620420de3b5043c48319bfefe9e096340d9
04-Latin,NPIArya,02-Static,01-TrueType,04-Latin\NPIArya\02-Static\01-TrueType\NPIArya.ttf,Organized\NPIArya\NPIArya.ttf,ad784766f0d95ed94f720a55d69040b5181b42a6eb54fbfa752b1cba0d913e28
04-Latin,NPIArya,02-Static,01-TrueType,04-Latin\NPIArya\02-Static\01-TrueType\NPIAryaIranic.ttf,Organized\NPIArya\NPIAryaIranic.ttf,062bf1c18f4b55bb17f7bf9534b170d7427318fa07f530774eeb71aeef09ecc8
04-Latin,NPIAzin,02-Static,01-TrueType,04-Latin\NPIAzin\02-Static\01-TrueType\NPIAzin.ttf,Organized\NPIAzin\NPIAzin.ttf,20ecc81bcf80027e0a4c21d0a5a08fdb81b2f2cb825d3ee31570cf3b979d8173
04-Latin,NPIAzin,02-Static,01-TrueType,04-Latin\NPIAzin\02-Static\01-TrueType\NPIAzinIranic.ttf,Organized\NPIAzin\NPIAzinIranic.ttf,21890574f27982250d2901b91171e59c000a44ce3fbb5c9cbb62967f5b1ed5e3
04-Latin,NPIBadr,02-Static,01-TrueType,04-Latin\NPIBadr\02-Static\01-TrueType\NPIBadr.ttf,Organized\NPIBadr\NPIBadr.ttf,bf30bf2773ff5d071a1ac0e1ba590250fb04ce41542dbcf4f2eabe8c20b81ce8
04-Latin,NPIBadr,02-Static,01-TrueType,04-Latin\NPIBadr\02-Static\01-TrueType\NPIBadrBold.ttf,Organized\NPIBadr\NPIBadrBold.ttf,1433491e55cddee3421b3852d86034dc8efc51bf801cf85d28d23e7c8f097c72
04-Latin,NPIBadr,02-Static,01-TrueType,04-Latin\NPIBadr\02-Static\01-TrueType\NPIBadrBoldIranic.ttf,Organized\NPIBadr\NPIBadrBoldIranic.ttf,71aa209e50a6c5c923b46ef4c2cdecb5cc1ce0a030e2dfc60456a9b0acbb4556
04-Latin,NPIBadr,02-Static,01-TrueType,04-Latin\NPIBadr\02-Static\01-TrueType\NPIBadrIranic.ttf,Organized\NPIBadr\NPIBadrIranic.ttf,96dce5e12306faaa86a33f3007a667abc849bc39020885545875fc452385190a
04-Latin,NPIBaran,02-Static,01-TrueType,04-Latin\NPIBaran\02-Static\01-TrueType\NPIBaran.ttf,Organized\NPIBaran\NPIBaran.ttf,2d6caf169a24f78e12e9d4b02994e32340c889b76ac3a67274710c5c2f9aed69
04-Latin,NPIBaran,02-Static,01-TrueType,04-Latin\NPIBaran\02-Static\01-TrueType\NPIBaranIranic.ttf,Organized\NPIBaran\NPIBaranIranic.ttf,646f6d43cbdc05d43834faa8bd8dc1e5b1ac7820fd20b7058863eb5c756127fb
04-Latin,NPIBardia,02-Static,01-TrueType,04-Latin\NPIBardia\02-Static\01-TrueType\NPIBardia.ttf,Organized\NPIBardia\NPIBardia.ttf,afd21f5cae342aef1e8324c3cc287f4d3d36dd89a4ec2fc0e4180b3324979fa3
04-Latin,NPIBardia,02-Static,01-TrueType,04-Latin\NPIBardia\02-Static\01-TrueType\NPIBardiaBold.ttf,Organized\NPIBardia\NPIBardiaBold.ttf,2c93e6850f78e9cd3e714f8c39cdf97670a92a23003277e06eabd2094c69af40
04-Latin,NPIBardia,02-Static,01-TrueType,04-Latin\NPIBardia\02-Static\01-TrueType\NPIBardiaBoldIranic.ttf,Organized\NPIBardia\NPIBardiaBoldIranic.ttf,a57a102cc3100c91c0c528b408d9dd321b5554e15671a065f21528081618cf03
04-Latin,NPIBardia,02-Static,01-TrueType,04-Latin\NPIBardia\02-Static\01-TrueType\NPIBardiaIranic.ttf,Organized\NPIBardia\NPIBardiaIranic.ttf,bd7471ba471a9855213344cb7b171c2441d21b19a18f6113d47e74a3d29920e0
04-Latin,NPIBidad,02-Static,01-TrueType,04-Latin\NPIBidad\02-Static\01-TrueType\NPIBidad.ttf,Organized\NPIBidad\NPIBidad.ttf,ca2dde6abdb927ff11649ee8adb6b6912a1d7c96d6d3f3e81c29f25fc5439ce0
04-Latin,NPIBita,02-Static,01-TrueType,04-Latin\NPIBita\02-Static\01-TrueType\NPIBita.ttf,Organized\NPIBita\NPIBita.ttf,3eb20101b0a64116ee54039ef66d5005d910cc71f973051f162659b6335b1408
04-Latin,NPIBita,02-Static,01-TrueType,04-Latin\NPIBita\02-Static\01-TrueType\NPIBitaBold.ttf,Organized\NPIBita\NPIBitaBold.ttf,33cc6760a58ba71e6730312a0d062444cbe2523ad16b50c644df7c07944d9273
04-Latin,NPIBita,02-Static,01-TrueType,04-Latin\NPIBita\02-Static\01-TrueType\NPIBitaBoldIranic.ttf,Organized\NPIBita\NPIBitaBoldIranic.ttf,253722c1fe86afcb29311b77b71148fdfd751c98e02d6562f4e97e719ac0c490
04-Latin,NPIBita,02-Static,01-TrueType,04-Latin\NPIBita\02-Static\01-TrueType\NPIBitaIranic.ttf,Organized\NPIBita\NPIBitaIranic.ttf,758941cd7722421eed78ddc56c18bdfd25cdb5734c8ac04589479476386c2e8c
04-Latin,NPIBomba,02-Static,01-TrueType,04-Latin\NPIBomba\02-Static\01-TrueType\NPIBomba.ttf,Organized\NPIBomba\NPIBomba.ttf,a21513298c3455a6f8a530ead20f506239374565f1179f5b6c87ea7484a68dd2
04-Latin,NPIBomba,02-Static,01-TrueType,04-Latin\NPIBomba\02-Static\01-TrueType\NPIBombaIranic.ttf,Organized\NPIBomba\NPIBombaIranic.ttf,6f23df01205f5659c6eb304ed2108a7ac3a7c9cf2dbba8c2eeb05ecf4c756c48
04-Latin,NPIBorna,02-Static,01-TrueType,04-Latin\NPIBorna\02-Static\01-TrueType\NPIBorna.ttf,Organized\NPIBorna\NPIBorna.ttf,7d5f5f304af44299addca13d950cb263ca05be5ba849246344dd3fdd8542c119
04-Latin,NPIBorna,02-Static,01-TrueType,04-Latin\NPIBorna\02-Static\01-TrueType\NPIBornaIranic.ttf,Organized\NPIBorna\NPIBornaIranic.ttf,56e408a99e69a0d06cb5fd9a62df788e5ab7391940db942448d3f319740b294c
04-Latin,NPIClassAval,02-Static,01-TrueType,04-Latin\NPIClassAval\02-Static\01-TrueType\NPIClassAval.ttf,Organized\NPIClassAval\NPIClassAval.ttf,01f62d1a9b7f574bde1057430ad807bbd1ca044ea33e22c2ff9754bf4d574a89
04-Latin,NPIClassAval,02-Static,01-TrueType,04-Latin\NPIClassAval\02-Static\01-TrueType\NPIClassAvalIranic.ttf,Organized\NPIClassAval\NPIClassAvalIranic.ttf,b06a0b2f4983153d7321f99ed9e60e57e460495d8d9f4f015b447ff46ca64cce
04-Latin,NPICompset,02-Static,01-TrueType,04-Latin\NPICompset\02-Static\01-TrueType\NPICompset.ttf,Organized\NPICompset\NPICompset.ttf,bd2a1a944daeacb9b5777e123ea817eb468732f6c0571c90e8d6ad69d211113c
04-Latin,NPICompset,02-Static,01-TrueType,04-Latin\NPICompset\02-Static\01-TrueType\NPICompsetBold.ttf,Organized\NPICompset\NPICompsetBold.ttf,3af517b41388658cb1904372cdf5a6f04880c4472c09e11f4ca9af7f26adea3c
04-Latin,NPICompset,02-Static,01-TrueType,04-Latin\NPICompset\02-Static\01-TrueType\NPICompsetBoldIranic.ttf,Organized\NPICompset\NPICompsetBoldIranic.ttf,060487bc2758cb3da57872e857b77364659da3c5fc666af6d9f13193cc541218
04-Latin,NPICompset,02-Static,01-TrueType,04-Latin\NPICompset\02-Static\01-TrueType\NPICompsetIranic.ttf,Organized\NPICompset\NPICompsetIranic.ttf,4601752059dd78a68549b97e4dcfad05ac982fae839ad3253618b276743dc2b6
04-Latin,NPIDabir,02-Static,01-TrueType,04-Latin\NPIDabir\02-Static\01-TrueType\NPIDabir.ttf,Organized\NPIDabir\NPIDabir.ttf,0ac0b1f9f1a846fe19261c57a0fe5d4f9d0b65515b63c2209e5c11b4185e2cef
04-Latin,NPIDabir,02-Static,01-TrueType,04-Latin\NPIDabir\02-Static\01-TrueType\NPIDabirIranic.ttf,Organized\NPIDabir\NPIDabirIranic.ttf,7cb93031aec2fdccfea6ad4a60bc44b3b41d95c604ea23fccaa2dbc9a494403b
04-Latin,NPIDivani Outline,02-Static,01-TrueType,04-Latin\NPIDivani Outline\02-Static\01-TrueType\NPIDivani Outline.ttf,Organized\NPIDivani Outline\NPIDivani Outline.ttf,0454a9d658f62910f1e2f4e8d08f993a1b1869b2104da257304ff87b48b673d1
04-Latin,NPIDivani,02-Static,01-TrueType,04-Latin\NPIDivani\02-Static\01-TrueType\NPIDivani.ttf,Organized\NPIDivani\NPIDivani.ttf,091bffa3fa0e39ae2f23374f78e34cf94053760741ff185623924b455d27d50b
04-Latin,NPIElham,02-Static,01-TrueType,04-Latin\NPIElham\02-Static\01-TrueType\NPIElham.ttf,Organized\NPIElham\NPIElham.ttf,dc0252becdbafff56c0358bee6d87acfdb0de2c51b1b83fa75a77e44b89c7c19
04-Latin,NPIElham,02-Static,01-TrueType,04-Latin\NPIElham\02-Static\01-TrueType\NPIElhamIranic.ttf,Organized\NPIElham\NPIElhamIranic.ttf,75731c4e94daefd8b056494196b3acaac6f7b6400caadfa7d0caf8eab50f47b4
04-Latin,NPIEsfahan,02-Static,01-TrueType,04-Latin\NPIEsfahan\02-Static\01-TrueType\NPIEsfahan.ttf,Organized\NPIEsfahan\NPIEsfahan.ttf,a4728b527bb522d7c28343f9da4c7a7de9fc0b7ff546999fd326fe083eb05881
04-Latin,NPIEsfahan,02-Static,01-TrueType,04-Latin\NPIEsfahan\02-Static\01-TrueType\NPIEsfahanIranic.ttf,Organized\NPIEsfahan\NPIEsfahanIranic.ttf,fec4e80e090250e7502f65657e84325f111550329ec8bc82ea2a3e6a8b73c3ba
04-Latin,NPIFarid Drops,02-Static,01-TrueType,04-Latin\NPIFarid Drops\02-Static\01-TrueType\NPIFarid Drops.ttf,Organized\NPIFarid Drops\NPIFarid Drops.ttf,49f827ed837f94dd819fd27f81f1b49a60e3d143068e92e4245cad543b95ee08
04-Latin,NPIFarid Drops,02-Static,01-TrueType,04-Latin\NPIFarid Drops\02-Static\01-TrueType\NPIFarid DropsIranic.ttf,Organized\NPIFarid Drops\NPIFarid DropsIranic.ttf,b478144aa7cdeb2bf8ac976f3b54e7178bee5272950ab530d2bdc5a398f94c13
04-Latin,NPIFarid,02-Static,01-TrueType,04-Latin\NPIFarid\02-Static\01-TrueType\NPIFarid.ttf,Organized\NPIFarid\NPIFarid.ttf,85340ecbb580a96ea1688a0f5348cfc2745134ec969d2672c885071cfbe8bf7d
04-Latin,NPIFarid,02-Static,01-TrueType,04-Latin\NPIFarid\02-Static\01-TrueType\NPIFaridIranic.ttf,Organized\NPIFarid\NPIFaridIranic.ttf,175cb77ef94c5df1b80a5143430eba53e72269f298a0940b820f3ab3490ea40a
04-Latin,NPIFarnaz,02-Static,01-TrueType,04-Latin\NPIFarnaz\02-Static\01-TrueType\NPIFarnaz.ttf,Organized\NPIFarnaz\NPIFarnaz.ttf,f3cdcb009106111f0ac53cb68769a7beb9905acbd9914913218d99ded34a572c
04-Latin,NPIFarnaz,02-Static,01-TrueType,04-Latin\NPIFarnaz\02-Static\01-TrueType\NPIFarnazIranic.ttf,Organized\NPIFarnaz\NPIFarnazIranic.ttf,19f97dc5ab228923be0e3fc449f0fab1224e01f3bf55097025378f6ea4894c2c
04-Latin,NPIGhalam-1,02-Static,01-TrueType,04-Latin\NPIGhalam-1\02-Static\01-TrueType\NPIGhalam-1.ttf,Organized\NPIGhalam-1\NPIGhalam-1.ttf,0764fc05de29664ce085e0382833cdb207615ac0420a31945e3191370a1e8094
04-Latin,NPIGhalam-2,02-Static,01-TrueType,04-Latin\NPIGhalam-2\02-Static\01-TrueType\NPIGhalam-2.ttf,Organized\NPIGhalam-2\NPIGhalam-2.ttf,bb2bdaadef379bf12c388b2a1520519f2fc0f4a4da6db5a401a6c521e6cbca73
04-Latin,NPIGol,02-Static,01-TrueType,04-Latin\NPIGol\02-Static\01-TrueType\NPIGol.ttf,Organized\NPIGol\NPIGol.ttf,b72258d13e3e8086753d2b5c84aa7569e99c434a7e2342ef60a7d44cbba189bd
04-Latin,NPIGol,02-Static,01-TrueType,04-Latin\NPIGol\02-Static\01-TrueType\NPIGolIranic.ttf,Organized\NPIGol\NPIGolIranic.ttf,f87207c6e48db065c20168753f2795126c0f6bc570bc607a1d1f46ec7069d466
04-Latin,NPIGrand Koufi,02-Static,01-TrueType,04-Latin\NPIGrand Koufi\02-Static\01-TrueType\NPIGrand Koufi.ttf,Organized\NPIGrand Koufi\NPIGrand Koufi.ttf,fac4a2708d76481906320dc726685feb694bb46b439ac491a837d2027a369f6a
04-Latin,NPIHadi,02-Static,01-TrueType,04-Latin\NPIHadi\02-Static\01-TrueType\NPIHadi.ttf,Organized\NPIHadi\NPIHadi.ttf,f8f04d6f260a61b4683cf6964cd641be06ee9e88c7a1c3548a25d2dd0ba55872
04-Latin,NPIHadi,02-Static,01-TrueType,04-Latin\NPIHadi\02-Static\01-TrueType\NPIHadiIranic.ttf,Organized\NPIHadi\NPIHadiIranic.ttf,ab670b8dbaf0240d592bbd95da5e7c6bfcc42e2b4bc36bc79bf2ec89a3cb27ea
04-Latin,NPIHesab,02-Static,01-TrueType,04-Latin\NPIHesab\02-Static\01-TrueType\NPIHesab.ttf,Organized\NPIHesab\NPIHesab.ttf,be0a6f90ea461c158f9fb643460fab0ccef9b564c0de2cc4311b321e14d39b5d
04-Latin,NPIHesab,02-Static,01-TrueType,04-Latin\NPIHesab\02-Static\01-TrueType\NPIHesabIranic.ttf,Organized\NPIHesab\NPIHesabIranic.ttf,acf8ac4afc5b721a0efa4ec575a0bb83d85c73ef7833d3314c653f8cdb0b54cb
04-Latin,NPIHila,02-Static,01-TrueType,04-Latin\NPIHila\02-Static\01-TrueType\NPIHila.ttf,Organized\NPIHila\NPIHila.ttf,f975a18d57d94ab3b8c85efdc91324e7447674d20a04d64e8b83393e35aca276
04-Latin,NPIHila,02-Static,01-TrueType,04-Latin\NPIHila\02-Static\01-TrueType\NPIHilaIranic.ttf,Organized\NPIHila\NPIHilaIranic.ttf,9e8dfaf2b6f04fe66324ca0da0927619ce6f00815498574d2939040e20f5b163
04-Latin,NPIHoma,02-Static,01-TrueType,04-Latin\NPIHoma\02-Static\01-TrueType\NPIHoma.ttf,Organized\NPIHoma\NPIHoma.ttf,bed584fb28d6058a28228bdb3f0a940b1b12bef9e6793a2520272c83af8f5955
04-Latin,NPIHoma,02-Static,01-TrueType,04-Latin\NPIHoma\02-Static\01-TrueType\NPIHomaIranic.ttf,Organized\NPIHoma\NPIHomaIranic.ttf,335176b10510fb7d3886f1ba60e76fe66bd0bfc07a28c09edeae97a614fb161f
04-Latin,NPIHosseini,02-Static,01-TrueType,04-Latin\NPIHosseini\02-Static\01-TrueType\NPIHosseini.ttf,Organized\NPIHosseini\NPIHosseini.ttf,6398c200f8a9f7737c6aebe7d1813a8c9865fa44675a325af1e8db79bf7b980a
04-Latin,NPIHosseini,02-Static,01-TrueType,04-Latin\NPIHosseini\02-Static\01-TrueType\NPIHosseiniIranic.ttf,Organized\NPIHosseini\NPIHosseiniIranic.ttf,eb47cab0166cd184cf0bded1e0d6d288209778d0b659629f8e6f692e91ed6ee1
04-Latin,NPIIran,02-Static,01-TrueType,04-Latin\NPIIran\02-Static\01-TrueType\NPIIran.ttf,Organized\NPIIran\NPIIran.ttf,423d4d673310f0698dffc9834e8a355233a1b620ba6e8cd6e959d7b7c3dac666
04-Latin,NPIIran,02-Static,01-TrueType,04-Latin\NPIIran\02-Static\01-TrueType\NPIIranIranic.ttf,Organized\NPIIran\NPIIranIranic.ttf,730a0ef5d370842f7d69166d25ae87e500712724c7194244e12e35f6cfe51b4e
04-Latin,NPIJalal,02-Static,01-TrueType,04-Latin\NPIJalal\02-Static\01-TrueType\NPIJalal.ttf,Organized\NPIJalal\NPIJalal.ttf,b7f13d70bfbf9c3acb2025f65b41223ef010c9189b10dcbeb7a6dc74b8e28780
04-Latin,NPIJalal,02-Static,01-TrueType,04-Latin\NPIJalal\02-Static\01-TrueType\NPIJalalIranic.ttf,Organized\NPIJalal\NPIJalalIranic.ttf,f51e5572b520cbc7682b8e280129675a05909700fae59f210e02a9ef697e343f
04-Latin,NPIJamshid,02-Static,01-TrueType,04-Latin\NPIJamshid\02-Static\01-TrueType\NPIJamshid.ttf,Organized\NPIJamshid\NPIJamshid.ttf,814137157788d8a6c67198c2774374a0a2e7a6ac3c5849d7087588780f360999
04-Latin,NPIJamshid,02-Static,01-TrueType,04-Latin\NPIJamshid\02-Static\01-TrueType\NPIJamshidIranic.ttf,Organized\NPIJamshid\NPIJamshidIranic.ttf,d5a51cbb8fab841ac78432017be075ed3f1db279944a549c3dfddee2f83704ce
04-Latin,NPIKamran,02-Static,01-TrueType,04-Latin\NPIKamran\02-Static\01-TrueType\NPIKamran.ttf,Organized\NPIKamran\NPIKamran.ttf,267cc682d4a771c16a5d497080a69d78d2ff0e0332ede7d42c42c5c013d1bb69
04-Latin,NPIKamran,02-Static,01-TrueType,04-Latin\NPIKamran\02-Static\01-TrueType\NPIKamranBold.ttf,Organized\NPIKamran\NPIKamranBold.ttf,9450ff5510e7ef4a6bbc2a487f39803cbf59e6f1e768d6ce8dff2b8fdcfc790b
04-Latin,NPIKamran,02-Static,01-TrueType,04-Latin\NPIKamran\02-Static\01-TrueType\NPIKamranBoldIranic.ttf,Organized\NPIKamran\NPIKamranBoldIranic.ttf,f6fcd1cf8246e27b7bb5e2b81ac1f2502001d4bcf3a5690a9ae101ae14e9e70c
04-Latin,NPIKamran,02-Static,01-TrueType,04-Latin\NPIKamran\02-Static\01-TrueType\NPIKamranItranic.ttf,Organized\NPIKamran\NPIKamranItranic.ttf,37bd3bf319f89cf739d00b5b95f14bc715f094df0386bf9a23c14cee6a03219f
04-Latin,NPIKhabar,02-Static,01-TrueType,04-Latin\NPIKhabar\02-Static\01-TrueType\NPIKhabar.ttf,Organized\NPIKhabar\NPIKhabar.ttf,f8ede318e4546a686524bd5c5777c04cb8e1726361f8596003ffe4f32f964ce1
04-Latin,NPIKhabar,02-Static,01-TrueType,04-Latin\NPIKhabar\02-Static\01-TrueType\NPIKhabarIranic.ttf,Organized\NPIKhabar\NPIKhabarIranic.ttf,b9b3847623e2d2efaa654fec3b1211cdaa977dedd4d33ffb5d59e6fe61e997af
04-Latin,NPIKhoramshahr,02-Static,01-TrueType,04-Latin\NPIKhoramshahr\02-Static\01-TrueType\NPIKhoramshahr.ttf,Organized\NPIKhoramshahr\NPIKhoramshahr.ttf,d8aaa96374d7f85e51ddd656e88268b134d0cb8bca3a841f59986ab5f843f3d2
04-Latin,NPIKhoramshahr,02-Static,01-TrueType,04-Latin\NPIKhoramshahr\02-Static\01-TrueType\NPIKhoramshahrBold.ttf,Organized\NPIKhoramshahr\NPIKhoramshahrBold.ttf,4f5749abd988ee4620605ebbbf2cf1d9fbe41b2fa19ea8042c1befc47f15b654
04-Latin,NPIKhoramshahr,02-Static,01-TrueType,04-Latin\NPIKhoramshahr\02-Static\01-TrueType\NPIKhoramshahrBoldIranic.ttf,Organized\NPIKhoramshahr\NPIKhoramshahrBoldIranic.ttf,b78346397bd283963d55b6561712b839c349b3441157e29d6844ece91f3c0bdc
04-Latin,NPIKhoramshahr,02-Static,01-TrueType,04-Latin\NPIKhoramshahr\02-Static\01-TrueType\NPIKhoramshahrIranic.ttf,Organized\NPIKhoramshahr\NPIKhoramshahrIranic.ttf,845094bfd5aa3432af958e80fefe50e5b3b22f0482ebad16ca9b223a8d75c8c9
04-Latin,NPIKoodakBold,02-Static,01-TrueType,04-Latin\NPIKoodakBold\02-Static\01-TrueType\NPIKoodakBold.ttf,Organized\NPIKoodakBold\NPIKoodakBold.ttf,48d0fd158aba83c8755165bcbce77c55f76666940d7e5265ec59bc63c34743fc
04-Latin,NPIKoodakBold,02-Static,01-TrueType,04-Latin\NPIKoodakBold\02-Static\01-TrueType\NPIKoodakBoldIranic.ttf,Organized\NPIKoodakBold\NPIKoodakBoldIranic.ttf,1c32c4bb805ec3680171f3aefce9ca742e3bf61e29c1a75b59a6407ee9cbec20
04-Latin,NPIKufi Outline,02-Static,01-TrueType,04-Latin\NPIKufi Outline\02-Static\01-TrueType\NPIKufi Outline.ttf,Organized\NPIKufi Outline\NPIKufi Outline.ttf,d68441cb9e990b574f0f81f97e39204f424553469b1f7e8a190fe53c7ca0dac4
