script,family,variant,format,file,source,sha256
03-Mixed,Dana Thin,02-Static,01-TrueType,03-Mixed\Dana Thin\02-Static\01-TrueType\Dana-ThinItalic.ttf,Organized\Dana\Dana-ThinItalic.ttf,c728eb57898dfd940d35ee08c0a5c36386b9b560a0ed90dbc40affc038ee2d6f
03-Mixed,dana,02-Static,03-WOFF,03-Mixed\dana\02-Static\03-WOFF\dana-thinitalic.woff,Organized\Dana\dana-thinitalic.woff,b587207ff706ff28dcba6d70bbd961724f3faa1c185dfbe272712407ffc6e161
03-Mixed,dana,02-Static,04-WOFF2,03-Mixed\dana\02-Static\04-WOFF2\dana-thinitalic.woff2,Organized\Dana\dana-thinitalic.woff2,fb95c8dd6d554c7582a5aeb3f833b88f44e888ead8c0b80019925a8abea538b5
03-Mixed,dana,02-Static,01-TrueType,03-Mixed\dana\02-Static\01-TrueType\dana-ultrabold [v2].ttf,Organized\Dana\dana-ultrabold [v2].ttf,9e7ffecd063b8de31441de8dd5fa0b85d517a33b2397d094f952e30091dd2d90
03-Mixed,dana,02-Static,02-OpenType,03-Mixed\dana\02-Static\02-OpenType\dana-ultrabold.otf,Organized\Dana\dana-ultrabold.otf,9d6547c09fcc1bfe96339bb4fe6899f494c19a5fbca0ba6daadbd477e342a2e1
03-Mixed,Dana UltraBold,02-Static,01-TrueType,03-Mixed\Dana UltraBold\02-Static\01-TrueType\Dana-UltraBold.ttf,Organized\Dana\Dana-UltraBold.ttf,9e109fe78b46b8dffd1c7254ce2084da4a150dfc24ab91007cf6e01f563f3810
03-Mixed,Dana UltraBold,02-Static,01-TrueType,03-Mixed\Dana UltraBold\02-Static\01-TrueType\Dana-UltraBoldItalic.ttf,Organized\Dana\Dana-UltraBoldItalic.ttf,df6f4685c85ba7c0fd8fc17c43cbafac1a2d4fddbc001563cd5e4c446232ad05
03-Mixed,dana,02-Static,03-WOFF,03-Mixed\dana\02-Static\03-WOFF\dana-ultrabolditalic.woff,Organized\Dana\dana-ultrabolditalic.woff,3e7bd291c3fc1b0e6ffb3c801a246b27d7504417f687bfb7fb08d6dc02852036
03-Mixed,dana,02-Static,04-WOFF2,03-Mixed\dana\02-Static\04-WOFF2\dana-ultrabolditalic.woff2,Organized\Dana\dana-ultrabolditalic.woff2,ad32be3ddbd88509d731d3b87bf0b50190cee6d16a19a5067e03d5ad8d818fc1
03-Mixed,Dana UltraLight,02-Static,01-TrueType,03-Mixed\Dana UltraLight\02-Static\01-TrueType\Dana-UltraLight.ttf,Organized\Dana\Dana-UltraLight.ttf,654b86127e8da7105b2d052c9767292f47d41a9dae7dd250179cc05894c7ae1c
03-Mixed,Dana UltraLight,02-Static,03-WOFF,03-Mixed\Dana UltraLight\02-Static\03-WOFF\Dana-UltraLight.woff,Organized\Dana\Dana-UltraLight.woff,a025f30e7d4fd3a54c109701d11364170b5ae8b7f14b38f42571d59f9206821f
03-Mixed,Dana UltraLight,02-Static,04-WOFF2,03-Mixed\Dana UltraLight\02-Static\04-WOFF2\Dana-UltraLight.woff2,Organized\Dana\Dana-UltraLight.woff2,24615a030b76b1acc92cd4ed1c3bc1c32f6fd6803b60122d902eb083f13d81c9
03-Mixed,dana,01-Variable,03-WOFF,03-Mixed\dana\01-Variable\03-WOFF\danawebGX.woff,Organized\Dana\danawebGX.woff,e1980f6a5f4cfba663c950ea525886605fe17a43650cc93216ddee61c06a7518
03-Mixed,Dana_Adobe,01-Variable,01-TrueType,03-Mixed\Dana_Adobe\01-Variable\01-TrueType\Dana_Adobe.ttf,Organized\Dana_Adobe\Dana_Adobe.ttf,5c4090c7da16a1aafcfd523108d74d8357f6295ea65778915dab29bea3570f2b
03-Mixed,Dana_Variable,01-Variable,01-TrueType,03-Mixed\Dana_Variable\01-Variable\01-TrueType\Dana_Variable.ttf,Organized\Dana_Variable\Dana_Variable.ttf,064fd96d9804c5c1c2f2d9bf3b9e2ad6ec700b061eb8e47865873342d53747e8
03-Mixed,DanaFaNum Black,02-Static,01-TrueType,03-Mixed\DanaFaNum Black\02-Static\01-TrueType\DanaFaNum-Black.ttf,Organized\DanaFaNum\DanaFaNum-Black.ttf,8f230b2c4bff5a848e2639804530ed296308d796aa292457d9e85d679149c05d
03-Mixed,DanaFaNum,02-Static,01-TrueType,03-Mixed\DanaFaNum\02-Static\01-TrueType\DanaFaNum-Bold.ttf,Organized\DanaFaNum\DanaFaNum-Bold.ttf,ccfa04156eeeb0f37e9776dcf69f152b7a1d77122d3a80463a727d8587ab4d6d
03-Mixed,DanaFaNum Bold,02-Static,03-WOFF,03-Mixed\DanaFaNum Bold\02-Static\03-WOFF\DanaFaNum-Bold.woff,Organized\DanaFaNum\DanaFaNum-Bold.woff,fc15425556192dc7d2bf61e176dce3cfd582ff66283ec2d25cdc97a8758321a7
03-Mixed,DanaFaNum Bold,02-Static,04-WOFF2,03-Mixed\DanaFaNum Bold\02-Static\04-WOFF2\DanaFaNum-Bold.woff2,Organized\DanaFaNum\DanaFaNum-Bold.woff2,a2f5c04a78d2c02f6917abb6aef520c1b0f05718fd0add597d78d15ee3c810f4
03-Mixed,DanaFaNum DemiBold,02-Static,01-TrueType,03-Mixed\DanaFaNum DemiBold\02-Static\01-TrueType\DanaFaNum-DemiBold.ttf,Organized\DanaFaNum\DanaFaNum-DemiBold.ttf,022cea493b958ad9ddfa8071a111b22e1c00b44543e72dc5c5d96352f0e64b4b
03-Mixed,DanaFaNum DemiBold,02-Static,03-WOFF,03-Mixed\DanaFaNum DemiBold\02-Static\03-WOFF\DanaFaNum-DemiBold.woff,Organized\DanaFaNum\DanaFaNum-DemiBold.woff,ce4fcc3edfd2aac54db40116260b4cf4270a85f552cacc4033ce3b820a455417
03-Mixed,DanaFaNum DemiBold,02-Static,04-WOFF2,03-Mixed\DanaFaNum DemiBold\02-Static\04-WOFF2\DanaFaNum-DemiBold.woff2,Organized\DanaFaNum\DanaFaNum-DemiBold.woff2,66665f1f8003141ed9081958ab6523aaad8fc28cd2f61c9e214096ee34483020
03-Mixed,DanaFaNum ExtraBlack,02-Static,01-TrueType,03-Mixed\DanaFaNum ExtraBlack\02-Static\01-TrueType\DanaFaNum-ExtraBlack.ttf,Organized\DanaFaNum\DanaFaNum-ExtraBlack.ttf,7045e9eeea604db6652fbc0124de70bbeacb4925ebb7e76953c0885cf5b90e38
03-Mixed,DanaFaNum ExtraBlack,02-Static,04-WOFF2,03-Mixed\DanaFaNum ExtraBlack\02-Static\04-WOFF2\DanaFaNum-ExtraBlack.woff2,Organized\DanaFaNum\DanaFaNum-ExtraBlack.woff2,72862c75280970624fd9025ce828066f9619eb8e9c651ad24c2b208251b7c41b
03-Mixed,DanaFaNum ExtraBold,02-Static,01-TrueType,03-Mixed\DanaFaNum ExtraBold\02-Static\01-TrueType\DanaFaNum-ExtraBold.ttf,Organized\DanaFaNum\DanaFaNum-ExtraBold.ttf,bb14ef45291dabdab8a0111be43fe6f56352d9fb99b87ba4b268fb10d7752675
03-Mixed,DanaFaNum ExtraBold,02-Static,03-WOFF,03-Mixed\DanaFaNum ExtraBold\02-Static\03-WOFF\DanaFaNum-ExtraBold.woff,Organized\DanaFaNum\DanaFaNum-ExtraBold.woff,b18f9389d4fcd5ce229076b06b380c97fa2c8604c1bfa6cc6f0b38dc1988254c
03-Mixed,DanaFaNum ExtraBold,02-Static,04-WOFF2,03-Mixed\DanaFaNum ExtraBold\02-Static\04-WOFF2\DanaFaNum-ExtraBold.woff2,Organized\DanaFaNum\DanaFaNum-ExtraBold.woff2,a50568bc7c97c071061c04dbdb52dfc72535bc58ef941233071c8cd11e3cda91
03-Mixed,DanaFaNum Fat,02-Static,01-TrueType,03-Mixed\DanaFaNum Fat\02-Static\01-TrueType\DanaFaNum-Fat.ttf,Organized\DanaFaNum\DanaFaNum-Fat.ttf,87f0325d75f99e3ae37e65c7b5716f7b3798ccbc22e5b4b186e550f638692191
03-Mixed,DanaFaNum Hairline,02-Static,01-TrueType,03-Mixed\DanaFaNum Hairline\02-Static\01-TrueType\DanaFaNum-Hairline.ttf,Organized\DanaFaNum\DanaFaNum-Hairline.ttf,7fb8b5e2bd2a5f1de0f6f7e8bfdd9c4da2a94ff9ec58844a13e66c9681981d8c
03-Mixed,DanaFaNum Heavy,02-Static,01-TrueType,03-Mixed\DanaFaNum Heavy\02-Static\01-TrueType\DanaFaNum-Heavy.ttf,Organized\DanaFaNum\DanaFaNum-Heavy.ttf,df9e4b1e8670754dfb67b68bafcbe56a0f8a6d40df86f9aac309923f6e89fb0b
03-Mixed,DanaFaNum Heavy,02-Static,03-WOFF,03-Mixed\DanaFaNum Heavy\02-Static\03-WOFF\DanaFaNum-Heavy.woff,Organized\DanaFaNum\DanaFaNum-Heavy.woff,2f3b1497250ef862878c95f32835bb168105e9bcd55fa4ea9faa05c5ee18b932
03-Mixed,DanaFaNum Light,02-Static,01-TrueType,03-Mixed\DanaFaNum Light\02-Static\01-TrueType\DanaFaNum-Light.ttf,Organized\DanaFaNum\DanaFaNum-Light.ttf,6e2bfa8da4b26d34571731f5371dab085f305476b294174cae50bc56cc3f48a6
03-Mixed,DanaFaNum Light,02-Static,03-WOFF,03-Mixed\DanaFaNum Light\02-Static\03-WOFF\DanaFaNum-Light.woff,Organized\DanaFaNum\DanaFaNum-Light.woff,945ca73046c08d3970b9d622815d5ae8a431162e4aaaff60b66b1b02840426c4
03-Mixed,DanaFaNum Light,02-Static,04-WOFF2,03-Mixed\DanaFaNum Light\02-Static\04-WOFF2\DanaFaNum-Light.woff2,Organized\DanaFaNum\DanaFaNum-Light.woff2,e8cfd87bcc3208aaa6fe9f80cd70416b4d4d6b39b41dfac0a531da5cb98fe262
03-Mixed,DanaFaNum Medium,02-Static,01-TrueType,03-Mixed\DanaFaNum Medium\02-Static\01-TrueType\DanaFaNum-Medium.ttf,Organized\DanaFaNum\DanaFaNum-Medium.ttf,d976260b782b304504f0cbbd77064f46920f838ed22d08de543b50480034b97d
03-Mixed,DanaFaNum Medium,02-Static,03-WOFF,03-Mixed\DanaFaNum Medium\02-Static\03-WOFF\DanaFaNum-Medium.woff,Organized\DanaFaNum\DanaFaNum-Medium.woff,ef38d7bfbf024b884a699be968ffa3008c14726fdb19f5200f49c50c42d3813d
03-Mixed,DanaFaNum Medium,02-Static,04-WOFF2,03-Mixed\DanaFaNum Medium\02-Static\04-WOFF2\DanaFaNum-Medium.woff2,Organized\DanaFaNum\DanaFaNum-Medium.woff2,bdd829dc1777d62d62b3c623686ef1a3b5b953a3fbd6513856884f10c75d82cf
03-Mixed,DanaFaNum,02-Static,01-TrueType,03-Mixed\DanaFaNum\02-Static\01-TrueType\DanaFaNum-Regular.ttf,Organized\DanaFaNum\DanaFaNum-Regular.ttf,cec328b3d55679c32ba92d57b53058c02d07f9aa81a6b95e09681dc7e46a71ed
03-Mixed,DanaFaNum,02-Static,03-WOFF,03-Mixed\DanaFaNum\02-Static\03-WOFF\DanaFaNum-Regular.woff,Organized\DanaFaNum\DanaFaNum-Regular.woff,fa9f32331d729aaaca3cc3a87682913c240ee3b550e6eb8f28ee2c1fc468e0be
03-Mixed,DanaFaNum,02-Static,04-WOFF2,03-Mixed\DanaFaNum\02-Static\04-WOFF2\DanaFaNum-Regular.woff2,Organized\DanaFaNum\DanaFaNum-Regular.woff2,1e6e7dfb7c092d77175858b5aa482a867571ea8c2f1554dfe27b466740d5448b
03-Mixed,DanaFaNum Thin,02-Static,01-TrueType,03-Mixed\DanaFaNum Thin\02-Static\01-TrueType\DanaFaNum-Thin.ttf,Organized\DanaFaNum\DanaFaNum-Thin.ttf,62037726af333baac499a887db6fca581b79dcd4bcb01ff7c9fb061e5a3348c0
03-Mixed,DanaFaNum Thin,02-Static,03-WOFF,03-Mixed\DanaFaNum Thin\02-Static\03-WOFF\DanaFaNum-Thin.woff,Organized\DanaFaNum\DanaFaNum-Thin.woff,4463c61f2a274cbbe5c606bd614965595b3e306b6a19ad0e79414baeaa38b9b3
03-Mixed,DanaFaNum Thin,02-Static,04-WOFF2,03-Mixed\DanaFaNum Thin\02-Static\04-WOFF2\DanaFaNum-Thin.woff2,Organized\DanaFaNum\DanaFaNum-Thin.woff2,2a44a12704e99644241e4c3aac3a58d316e3c1302569b7d063f9bf7937414fd0
03-Mixed,DanaFaNum UltraLight,02-Static,01-TrueType,03-Mixed\DanaFaNum UltraLight\02-Static\01-TrueType\DanaFaNum-UltraLight.ttf,Organized\DanaFaNum\DanaFaNum-UltraLight.ttf,afff49d9e8a86594ff64a3d1e175ab7ea44c3a56448a988de97be0169e84a173
03-Mixed,DanaFaNum UltraLight,02-Static,03-WOFF,03-Mixed\DanaFaNum UltraLight\02-Static\03-WOFF\DanaFaNum-UltraLight.woff,Organized\DanaFaNum\DanaFaNum-UltraLight.woff,32eb58211169a9410487bdcc7387054a7dbf12191c44c7dd5dfcf47fab803707
03-Mixed,DanaFaNum UltraLight,02-Static,04-WOFF2,03-Mixed\DanaFaNum UltraLight\02-Static\04-WOFF2\DanaFaNum-UltraLight.woff2,Organized\DanaFaNum\DanaFaNum-UltraLight.woff2,7eb904fd125040d4903cc6815378ff3c14af37ad27bd2ea0b8191034296acd72
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Black.ttf,Organized\dananoen\DanaNoEn-Black.ttf,d3eca4b6a4b2ad011b7cddced832322e336f8c457bb048ad58c0db5d7cd02357
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Bold.ttf,Organized\dananoen\DanaNoEn-Bold.ttf,9255067500f1a3f2da2bfd77110c4515f23c66defa624f2d94768a7e9814f741
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-Bold.woff,Organized\dananoen\DanaNoEn-Bold.woff,e23ed06e7d400e6d23953d5d99c9fa4e3b09e31f4dbc7587f6ce1eb53eeb9741
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-Bold.woff2,Organized\dananoen\DanaNoEn-Bold.woff2,4dc6142da5adcd1e5070f4a42d11573243d6068a57d7e579c6244f402f402c5e
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-DemiBold.ttf,Organized\dananoen\DanaNoEn-DemiBold.ttf,c786c1133606faadb7476851a34d024649d893cf0de3e745a0a79b7f22461a9d
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-DemiBold.woff,Organized\dananoen\DanaNoEn-DemiBold.woff,a26ff110fcc8b9d5bab2270db7d2a4380b4cbae1efa49aab040a8648cc29765f
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-DemiBold.woff2,Organized\dananoen\DanaNoEn-DemiBold.woff2,668b0ab1c6ef788e8750efc927ab8719b4012ef10edae589ebb6444cc714297a
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-ExtraBlack.ttf,Organized\dananoen\DanaNoEn-ExtraBlack.ttf,ab532e16c1c4c0dc2cac4247796716585f81537b2a7244ab67528b6d305460a0
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-ExtraBlack.woff,Organized\dananoen\DanaNoEn-ExtraBlack.woff,9dfe145db24a9c529ec38d2d9269be7ea6400b92462b13477a5b79bb7afa09b2
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-ExtraBlack.woff2,Organized\dananoen\DanaNoEn-ExtraBlack.woff2,882e6eb2cab7b1f73024c8bd627a1b94390cf4699ab435461ec31ddb13a79c57
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-ExtraBold.ttf,Organized\dananoen\DanaNoEn-ExtraBold.ttf,cbdc3ffb03dfd5995730f4dbfc3664225ba1689f47915055c2188d803b0eb826
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-ExtraBold.woff,Organized\dananoen\DanaNoEn-ExtraBold.woff,ac8993b418571023e29a96d4c2286392b1da0fc5ce53c35c493d1897075422e8
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-ExtraBold.woff2,Organized\dananoen\DanaNoEn-ExtraBold.woff2,9f1734a9ca0dfe8daa3cbd478f166193521d713609794c59be46227feb194644
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Fat.ttf,Organized\dananoen\DanaNoEn-Fat.ttf,90a6b0d1ec49c4f5dce507e018cdd0d8990a03b6d7121910678153bf74df706f
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Hairline.ttf,Organized\dananoen\DanaNoEn-Hairline.ttf,5c38d12681dbf4174c7e292eb58aa43ea7650de98f7360027c8f1071951bf529
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Heavy.ttf,Organized\dananoen\DanaNoEn-Heavy.ttf,aaa4d8b33fc584eba6d4af026882644017db55ffbf03a6e41039f67e5a87b1cb
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Light.ttf,Organized\dananoen\DanaNoEn-Light.ttf,df98b20191ce8b1483a146691197f3684b47c1d12f352c9ca329a66460db852a
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-Light.woff,Organized\dananoen\DanaNoEn-Light.woff,df2814e7cef1c374ed212adf82ff277b1b4933c92ac00bb5a256d7694a984679
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-Light.woff2,Organized\dananoen\DanaNoEn-Light.woff2,471f958c3d8e1e3dd6259a5c272caac6a4330a0f191a49fe7ace7efb651b2be3
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Medium.ttf,Organized\dananoen\DanaNoEn-Medium.ttf,6a8c28bb1a824d847e3308aadcb88e13cc02577e5dc89e1c63a4ddc3b377b953
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-Medium.woff,Organized\dananoen\DanaNoEn-Medium.woff,325f6689f63dbca551f85a30c07a7f4a4807b5a276be7a72929fd3722d6f1a4e
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-Medium.woff2,Organized\dananoen\DanaNoEn-Medium.woff2,b59fd12be84b8ef1cebb4add43783fab42e03c6fbe6aaa56f64d472b6fef53c3
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Regular.ttf,Organized\dananoen\DanaNoEn-Regular.ttf,b2ece628dd5124b9ac78478fc1efc9e19e588699f9cfdd723ab6536fcf2ffc36
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-Regular.woff,Organized\dananoen\DanaNoEn-Regular.woff,1f2bba6478ddaca2c9d90013706e8f77e7ba36daf79b0bf3c173537050714978
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-Regular.woff2,Organized\dananoen\DanaNoEn-Regular.woff2,783e4eb99a564da7d50a7e4dafa8ec578c5774ed5131968659ef95cbc3b1133a
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-Thin.ttf,Organized\dananoen\DanaNoEn-Thin.ttf,e0a67ee4d6101517daaf397851dcd6164757ba18244f0f473253b6b65cea666f
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-Thin.woff,Organized\dananoen\DanaNoEn-Thin.woff,ac795f8cfbbb09fded151aba775a86d8aad329eccb11ccde17cf50add74b84c7
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-Thin.woff2,Organized\dananoen\DanaNoEn-Thin.woff2,f4a72df88f62476d9dd381f83f4dfdf0e4b5ee3c839f4ff8e85c560aeecf0b4d
01-Persian-Arabic,DanaNoEn,02-Static,01-TrueType,01-Persian-Arabic\DanaNoEn\02-Static\01-TrueType\DanaNoEn-UltraLight.ttf,Organized\dananoen\DanaNoEn-UltraLight.ttf,c0d7484a38ec5909faab67a492f89d882fcd228faa083f5c4e93d8775795f9a0
01-Persian-Arabic,DanaNoEn,02-Static,03-WOFF,01-Persian-Arabic\DanaNoEn\02-Static\03-WOFF\DanaNoEn-UltraLight.woff,Organized\dananoen\DanaNoEn-UltraLight.woff,83c821bc357eaf65bdda2559a814663d63c7bf00367793db9d0776507fce3912
01-Persian-Arabic,DanaNoEn,02-Static,04-WOFF2,01-Persian-Arabic\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-UltraLight.woff2,Organized\dananoen\DanaNoEn-UltraLight.woff2,9878f7f15e1a7d6ada8b13836762b39564fc54eb0af4918da210abc10b7f13c0
03-Mixed,DanaVF,01-Variable,01-TrueType,03-Mixed\DanaVF\01-Variable\01-TrueType\DanaVF.ttf,Organized\danavf\DanaVF.ttf,997f127baa7ef2cc19ab82c87b923d5280a7381146f4b1b587eba0bfca19e25d
03-Mixed,DanaVF,01-Variable,03-WOFF,03-Mixed\DanaVF\01-Variable\03-WOFF\DanaVF.woff,Organized\danavf\DanaVF.woff,5a3b86a9e63aa49eae09d65da6ccb4b89892315964968e88a6e184f4cf737f70
03-Mixed,DanaVF,01-Variable,04-WOFF2,03-Mixed\DanaVF\01-Variable\04-WOFF2\DanaVF.woff2,Organized\danavf\DanaVF.woff2,968a6947b51d873a4ee845e0f45af0652d3e478c39c608a16bb115e980b3654d
03-Mixed,darbarehFaNumWeb Black,02-Static,01-TrueType,03-Mixed\darbarehFaNumWeb Black\02-Static\01-TrueType\darbarehFaNumWeb-Black.ttf,Organized\darbarehFaNumWeb\darbarehFaNumWeb-Black.ttf,2abd0b8345c94cdb059aba1dadc5f4e2fb4a1bbb1f8746562fe34149bc9c17c7
03-Mixed,darbarehFaNumWeb,02-Static,01-TrueType,03-Mixed\darbarehFaNumWeb\02-Static\01-TrueType\darbarehFaNumWeb-Bold.ttf,Organized\darbarehFaNumWeb\darbarehFaNumWeb-Bold.ttf,e06ee235b8bc65a1c1a48cb914c05a4cb01424808cbae58ba4097a56a3b65d4d
03-Mixed,darbarehFaNumWeb Light,02-Static,01-TrueType,03-Mixed\darbarehFaNumWeb Light\02-Static\01-TrueType\darbarehFaNumWeb-Light.ttf,Organized\darbarehFaNumWeb\darbarehFaNumWeb-Light.ttf,0c33730af3dbbf40680a569e83f8ff0e9cd658f4b141fc928e394db31f75e3b0
03-Mixed,darbarehFaNumWeb,02-Static,01-TrueType,03-Mixed\darbarehFaNumWeb\02-Static\01-TrueType\darbarehFaNumWeb-Regular.ttf,Organized\darbarehFaNumWeb\darbarehFaNumWeb-Regular.ttf,d18971728020309227b57bd4f085d3547e35b85a4a28f023ab38b6fb79f88230
03-Mixed,dariush 1.0.0,02-Static,02-OpenType,03-Mixed\dariush 1.0.0\02-Static\02-OpenType\Dariush [@FontBank].otf,Organized\dariush 1.0.0\Dariush [@FontBank].otf,af629233fc3e9ecf713e44210cd52199f20c6bc7c54460a89be3191936b7293b
03-Mixed,dariush 1.0.0,02-Static,01-TrueType,03-Mixed\dariush 1.0.0\02-Static\01-TrueType\Dariush [@FontBank].ttf,Organized\dariush 1.0.0\Dariush [@FontBank].ttf,1009f48ceadae79db49f8730747ca0859667300640875e8ad765dcbbc7229926
03-Mixed,dariush 1.0.0,02-Static,03-WOFF,03-Mixed\dariush 1.0.0\02-Static\03-WOFF\Dariush [@FontBank].woff,Organized\Dariush\Dariush [@FontBank].woff,8923e5bb401769407a842a3d06605fed1fe2fa6d10e07295a9f2db5782177368
03-Mixed,dariush 1.0.0,02-Static,04-WOFF2,03-Mixed\dariush 1.0.0\02-Static\04-WOFF2\Dariush [@FontBank].woff2,Organized\Dariush\Dariush [@FontBank].woff2,842dbe9ed5dda764e7bdb1473ff635c91741d29f10ee28754c06dcb4c2163a20
03-Mixed,Dast Nevis,02-Static,02-OpenType,03-Mixed\Dast Nevis\02-Static\02-OpenType\DastNevis.otf,Organized\Dast Nevis\DastNevis.otf,4bfca8854d9598efe453cc0d53bd2130f5c1bec2259783f38be2e78eccb40a09
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-Bold.otf,Organized\Deciso\Deciso-Bold.otf,1f7afd3f57aef72d463b5ae344bb38276d638de33beca90c05a1ce22e0ebdd98
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-BoldItalic.otf,Organized\Deciso\Deciso-BoldItalic.otf,7a611df6b2765ccbeab8aec857cbf05411fcdf5f847a9c3d08d22609789883e9
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-ExtraBold.otf,Organized\Deciso\Deciso-ExtraBold.otf,cb04c5cef61766223a58d3b355971bbca145c4422626ac4f1f228b1d91374175
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-ExtraBoldItalic.otf,Organized\Deciso\Deciso-ExtraBoldItalic.otf,dd30ac3e8cbca7d0d03aaa41e19d2b09d1707ebb867767690abc17cbee554186
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-ExtraLight.otf,Organized\Deciso\Deciso-ExtraLight.otf,2e895b6b5509a042c952948a57e48026725b19b042d62ae36061ce7f447738f6
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-ExtraLightItalic.otf,Organized\Deciso\Deciso-ExtraLightItalic.otf,4eabd7f9e14fbfbe7edd4a4b802e317409b06012651c14ea616249e7c39db298
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-Light.otf,Organized\Deciso\Deciso-Light.otf,2bc674cf5ce9e4ac49896ef41983e557485d0373c27c7f6ccfe9c7ea464314f8
04-Latin,Deciso,02-Static,02-OpenType,04-Latin\Deciso\02-Static\02-OpenType\Deciso-LightItalic.otf,Organized\Deciso\Deciso-LightItalic.otf,efaa7fe30b55a7d7ec65d9dde08e707acc81722c5a48c1dac93c60ba27a3486f
